iter	RMSE
295	0.1814689155
296	0.1813797573
297	0.1812475873
298	0.1811071764
299	0.1802182218
300	0.1801950499
301	0.1793658842
302	0.1791882831
303	0.1786951792
304	0.1780170631
305	0.1775688707
306	0.177545184
307	0.177515896
308	0.1768200156
309	0.1767879183
310	0.1767337093
311	0.1762207053
312	0.1760417611
313	0.1758800794
314	0.1752309536
315	0.1746757853
316	0.1738653555
317	0.1738346214
318	0.173394449
319	0.1732679141
320	0.1731408374
321	0.1727905876
322	0.1726018714
323	0.1719734623
324	0.1715639712
325	0.1712010688
326	0.1710617932
327	0.1703196741
328	0.1701540791
329	0.1696838101
330	0.1695505582
331	0.169301806
332	0.168750249
333	0.167966706
334	0.1678469463
335	0.1677713973
336	0.1670756582
337	0.1666659567
338	0.1661412718
339	0.1659972731
340	0.165851389
341	0.1651426188
342	0.1649981077
343	0.1646629109
344	0.1643849684
345	0.1638243899
346	0.1632230857
347	0.1631732895
348	0.1625959752
349	0.162247952
350	0.1621878012
351	0.1621515524
352	0.1620330351
353	0.1618581834
354	0.1617423939
355	0.1613618068
356	0.1608400126
357	0.1605287593
358	0.1600436691
359	0.159987686
360	0.159358168
361	0.159079568
362	0.1589496995
363	0.1587938591
364	0.1581875509
365	0.1575850981
366	0.1571447041
367	0.1568187354
368	0.1562084826
369	0.1560909754
370	0.1556314028
371	0.155296934
372	0.1550850322
373	0.1548785435
374	0.1544767829
375	0.1539277906
376	0.1535869846
377	0.1529990696
378	0.1527825961
379	0.1526499002
380	0.1521628891
381	0.1515712808
382	0.1512473917
383	0.1511420713
384	0.1509928684
385	0.1503660257
386	0.1502580529
387	0.1497793706
388	0.1494045607
389	0.1490346073
390	0.149012652
391	0.1486493052
392	0.1482742213
393	0.1481057383
394	0.1478075041
395	0.1475457543
396	0.1473227365
397	0.1472029575
398	0.1467704097
399	0.1466641246
400	0.146534623
401	0.1463254469
402	0.1461600344
403	0.1461011342
404	0.1456387485
405	0.1452554774
406	0.1450993522
407	0.1449837501
408	0.1445884757
409	0.1444652613
410	0.1441555758
411	0.1436762202
412	0.14325515
413	0.1428939387
414	0.1424670927
415	0.1422342458
416	0.14201736
417	0.1419766446
418	0.1414219894
419	0.1413008061
420	0.1410781005
421	0.1408860941
422	0.1406532655
423	0.1404261996
424	0.1403097064
425	0.140122668
426	0.1398124979
427	0.1393745236
428	0.1392389188
429	0.1390539286
430	0.1389614702
431	0.1384404384
432	0.138139564
433	0.1379977231
434	0.1376918311
435	0.1374165982
436	0.1369389092
437	0.1366613703
438	0.1363529548
439	0.1363176865
440	0.1362871144
441	0.1360035109
442	0.1358840242
443	0.1353972447
444	0.1353415423
445	0.1350442136
446	0.1350171058
447	0.1346289378
448	0.1341832337
449	0.1339254855
450	0.1338109308
451	0.1335635625
452	0.1334337247
453	0.1332841277
454	0.1332512632
455	0.1330084532
456	0.1327251645
457	0.1325633051
458	0.1322292805
459	0.1320484021
460	0.1316719547
461	0.1314859043
462	0.1313398694
463	0.1311733174
464	0.1308786812
465	0.1306100519
466	0.1303568863
467	0.1301643428
468	0.1300258717
469	0.129672513
470	0.1295274232
471	0.1294968897
472	0.129310016
473	0.1290358732
474	0.1287757049
475	0.1286119249
476	0.128392992
477	0.1282907707
478	0.1279782465
479	0.1277180664
480	0.1276715275
481	0.1275329146
482	0.1274327707
483	0.1272630198
484	0.1267793471
485	0.1266510464
486	0.1259812518
487	0.1257489068
488	0.1255833684
489	0.1254205861
490	0.1252850386
491	0.1252398489
492	0.1250563915
493	0.1248892967
494	0.1247436676
495	0.1246673814
496	0.1243460068
497	0.1243210953
498	0.1241452601
499	0.1236819668
500	0.1234035683
501	0.1232395636
502	0.1227982537
503	0.122475084
504	0.1222784073
505	0.1218983122
506	0.1217047936
507	0.1212711456
508	0.1209901374
509	0.1206359203
510	0.1205369913
511	0.1202257461
512	0.1200863133
513	0.1199770399
514	0.1199150853
515	0.1195039193
516	0.1194887074
517	0.119159571
518	0.1189253475
519	0.1187406911
520	0.1186454287
521	0.1183701567
522	0.1182364439
523	0.1180601845
524	0.1177246035
525	0.1175092877
526	0.1170905591
527	0.1169990013
528	0.1166894987
529	0.116611501
530	0.1162106843
531	0.1161397655
532	0.1158228343
533	0.1155599662
534	0.1153214693
535	0.1152762185
536	0.1151224647
537	0.1148274617
538	0.1146028587
539	0.1144139741
540	0.1143359323
541	0.1141264408
542	0.1140892992
543	0.1139521726
544	0.1139101495
545	0.1135144404
546	0.1133083658
547	0.1129478477
548	0.1128034294
549	0.1126832013
550	0.1125791763
551	0.1123590255
552	0.1121216491
553	0.1117927684
554	0.1114689792
555	0.1113344689
556	0.1112458676
557	0.1108531575
558	0.1105582152
559	0.1103972694
560	0.1099840353
561	0.1096937119
562	0.1095180335
563	0.109419677
564	0.1090034555
565	0.1089071182
566	0.1085995046
567	0.1083955024
568	0.1079034144
569	0.1077432515
570	0.1076173402
571	0.1073332741
572	0.1071961631
573	0.1069973479
574	0.1068115563
575	0.1065134435
576	0.1063580388
577	0.1062220825
578	0.1059429053
579	0.1055043781
580	0.1053256369
581	0.1052635023
582	0.1051438937
583	0.1050420455
584	0.1046951
585	0.1044312143
586	0.1042858955
587	0.1041028156
588	0.1038154141
589	0.1035911264
590	0.1033588884
591	0.1031942107
592	0.1030819489
593	0.1029499627
594	0.1028519813
595	0.102690457
596	0.1025096162
597	0.1024319478
598	0.1022220168
599	0.1018526018
600	0.1015924244
601	0.1015600185
602	0.1011601365
603	0.1010633903
604	0.1009553453
605	0.1008736838
606	0.1007561952
607	0.1004414977
608	0.1001087372
609	0.1000138916
610	0.09978305498
611	0.09939085551
612	0.09914850118
613	0.09882529382
614	0.09855117244
615	0.09826594698
616	0.09813865208
617	0.09806096319
618	0.09798256429
619	0.09789720264
620	0.09774033759
621	0.09760647031
622	0.09738288218
623	0.09713962478
624	0.09701461146
625	0.09687498502
626	0.0967906637
627	0.09664238486
628	0.09659003339
629	0.09644701837
630	0.0961505064
631	0.09596466505
632	0.09572782348
633	0.09559190545
634	0.09547555722
635	0.09540152218
636	0.0951849846
637	0.0950919447
638	0.09496750345
639	0.09475522554
640	0.09437710863
641	0.09435426374
642	0.094133977
643	0.09398520899
644	0.09388687606
645	0.09377438465
646	0.09368829116
647	0.09354940587
648	0.09320943578
649	0.09318712035
650	0.09311013539
651	0.09297078302
652	0.09290213004
653	0.09280372478
654	0.09276837932
655	0.09261809841
656	0.0923838547
657	0.09229085482
658	0.09208719156
659	0.09187397899
660	0.09167508908
661	0.0915165814
662	0.09144419784
663	0.0912907272
664	0.09119111403
665	0.09113874248
666	0.09096311662
667	0.09092951703
668	0.09068733997
669	0.09055979579
670	0.09020417893
671	0.09011377554
672	0.09002806376
673	0.08989793589
674	0.08969729041
675	0.08954078179
676	0.0894057143
677	0.08926901479
678	0.08904220016
679	0.08892499119
680	0.0887361712
681	0.08842445856
682	0.08830244576
683	0.08806268046
684	0.08793846476
685	0.08783021292
686	0.08764632523
687	0.08746010347
688	0.08733526361
689	0.08719973175
690	0.08699276833
691	0.08673645528
692	0.0866277041
693	0.08648941122
694	0.08648273947
695	0.08623742486
696	0.0860405476
697	0.08592266363
698	0.08578403296
699	0.0856956278
700	0.08557030683
701	0.08527450151
702	0.0851803306
703	0.08505775266
704	0.08501975746
705	0.08496768839
706	0.0849306809
707	0.0846205497
708	0.08442949617
709	0.08428026823
710	0.08410541862
711	0.08385721329
712	0.08360497144
713	0.08357769248
714	0.08345021323
715	0.08336311501
716	0.0831979988
717	0.08313330873
718	0.08304329801
719	0.08296825707
720	0.08286421382
721	0.08274688796
722	0.08249987996
723	0.0823720762
724	0.08220105734
725	0.08209532492
726	0.08190761329
727	0.08171992343
728	0.08157939468
729	0.08137074544
730	0.0811870224
731	0.08100598273
732	0.08085267406
733	0.08073821772
734	0.08062592284
735	0.08054143349
736	0.0802800542
737	0.08007353783
738	0.07990572158
739	0.07966474386
740	0.07930018585
741	0.07920800769
742	0.07885401905
743	0.07849378553
744	0.07837389712
745	0.07831406149
746	0.07830136585
747	0.07809419384
748	0.07787352749
749	0.07776240168
750	0.07762201685
751	0.07743231729
752	0.07731826098
753	0.07725181232
754	0.07708925491
755	0.07692322608
756	0.07689670843
757	0.07676632506
758	0.0766788337
759	0.07656341687
760	0.07631910649
761	0.07621983836
762	0.07618072618
763	0.0761117959
764	0.07590650761
765	0.07575313657
766	0.07565829428
767	0.07541861403
768	0.07526510277
769	0.07520249058
770	0.0751239796
771	0.07479956489
772	0.07477074827
773	0.07466962705
774	0.07460415599
775	0.0744176533
776	0.07420673569
777	0.07411112622
778	0.07389672353
779	0.0736900643
780	0.07346154991
781	0.07323456383
782	0.07316432957
783	0.0730227676
784	0.07276346091
785	0.07274626026
786	0.07266583015
787	0.07250500877
788	0.07247207327
789	0.07228641642
790	0.07221306351
791	0.07211106142
792	0.07194257698
793	0.07186052017
794	0.07180163514
795	0.07173424165
796	0.07154895058
797	0.0713747866
798	0.071316174
799	0.07118316438
800	0.0711059576
801	0.07099941459
802	0.0709387899
803	0.07091459348
804	0.07088825232
805	0.07066151851
806	0.07063664759
807	0.0705892895
808	0.07050891792
809	0.0703400577
810	0.07010108989
811	0.06994054688
812	0.0697449193
813	0.06950588885
814	0.06950009257
815	0.0693450268
816	0.06922295716
817	0.06920758752
818	0.06913363743
819	0.06897717687
820	0.06885406193
821	0.06871881001
822	0.06866247157
823	0.0685600055
824	0.06837749123
825	0.0683014974
826	0.06821789684
827	0.06812993793
828	0.06800416191
829	0.06783103457
830	0.06770623313
831	0.06767174391
832	0.06755437314
833	0.06745683221
834	0.0672833424
835	0.06713617405
836	0.0670598534
837	0.06683735753
838	0.06669157145
839	0.06640759635
840	0.06629034997
841	0.06619074229
842	0.0659929403
843	0.06592345689
844	0.06580775882
845	0.06573128806
846	0.06564843207
847	0.06557618732
848	0.06550279098
849	0.06544406564
850	0.06533923525
851	0.06518152572
852	0.06509683302
853	0.06492008101
854	0.06485464788
855	0.06477406512
856	0.06470480616
857	0.06464807381
858	0.06454025981
859	0.06430662414
860	0.06425618469
861	0.06411013976
862	0.06398829731
863	0.06391292042
864	0.06380850327
865	0.06365708402
866	0.06356750962
867	0.06342417926
868	0.06321633046
869	0.06315689607
870	0.06312043118
871	0.06301045544
872	0.06293689808
873	0.06277869794
874	0.06269195677
875	0.06257983514
876	0.06239442717
877	0.06221092633
878	0.06201501861
879	0.06182334429
880	0.06177927693
881	0.06169219382
882	0.06163120735
883	0.06160634321
884	0.06155244211
885	0.06134006102
886	0.06129770003
887	0.06120424989
888	0.0610516175
889	0.06083821816
890	0.06076253192
891	0.06070630407
892	0.06062455825
893	0.06053934472
894	0.06046962836
895	0.06038083513
896	0.0602429568
897	0.0601910337
898	0.06010072712
899	0.06002206319
900	0.05999560367
901	0.05979897982
902	0.05961296449
903	0.05948102683
904	0.05946741979
905	0.0594039645
906	0.05933201609
907	0.05922528648
908	0.05911390137
909	0.05906470306
910	0.05892010823
911	0.05874188743
912	0.05869828347
913	0.05861482784
914	0.05848864678
915	0.05825947139
916	0.05812688522
917	0.05805950578
918	0.05795047567
919	0.05783326812
920	0.05771500093
921	0.05766073031
922	0.05758027849
923	0.05749966672
924	0.05747734901
925	0.0573092717
926	0.05716269892
927	0.05699378829
928	0.05697261022
929	0.05692235203
930	0.0568585885
931	0.05677399484
932	0.05666126344
933	0.05646331854
934	0.05643337158
935	0.05635494088
936	0.05633328813
937	0.05619760315
938	0.05612486016
939	0.05595569038
940	0.05579508804
941	0.05574236764
942	0.05560009265
943	0.0554144009
944	0.05533445758
945	0.05521387115
946	0.05502597045
947	0.05495530537
948	0.05493869331
949	0.05490275388
950	0.05481414321
951	0.05466864835
952	0.05462958701
953	0.05452865308
954	0.05452343505
955	0.05443651962
956	0.05430223374
957	0.05419138095
958	0.05405117633
959	0.05400780472
960	0.05392064693
961	0.05380526619
962	0.05373649756
963	0.05368600412
964	0.05357871721
965	0.05347718724
966	0.05344655026
967	0.05337522938
968	0.05336968417
969	0.0532770573
970	0.05324299653
971	0.05316867103
972	0.05309309782
973	0.0529974718
974	0.05292256971
975	0.05285989263
976	0.05277999224
977	0.05270541727
978	0.0526736568
979	0.05253456182
980	0.05243187408
981	0.05236075583
982	0.05231130347
983	0.05221141729
984	0.05215077105
985	0.0520244995
986	0.05195054412
987	0.05189389581
988	0.05175033677
989	0.05168626395
990	0.05155408361
991	0.05150137768
992	0.05137082939
993	0.05128838129
994	0.05118069613
995	0.05110821142
996	0.05102366126
997	0.05079450244
998	0.05072823849
999	0.05069462668
