iter	Logloss
589	0.1136241666
590	0.1134482136
591	0.1133125446
592	0.1131442035
593	0.1129227214
594	0.1127959269
595	0.1126538824
596	0.1124236672
597	0.1121762594
598	0.1120510631
599	0.1118424204
600	0.1117277145
601	0.1116057943
602	0.1115060912
603	0.1113958712
604	0.1111165329
605	0.1109812083
606	0.1107961513
607	0.1106220881
608	0.1104825691
609	0.1103786274
610	0.1101820204
611	0.1099830115
612	0.1098325517
613	0.1096285714
614	0.1094604068
615	0.10925255
616	0.1091046245
617	0.1088569606
618	0.1087880664
619	0.1087126908
620	0.1086311694
621	0.1084830673
622	0.1083084566
623	0.1081006262
624	0.1079893995
625	0.1078081484
626	0.1075985961
627	0.1074835724
628	0.107348601
629	0.1072113514
630	0.1070834619
631	0.1068862632
632	0.1067636455
633	0.1066416634
634	0.106531779
635	0.1063967281
636	0.1063148004
637	0.1061654179
638	0.1060041498
639	0.1058759689
640	0.1055911559
641	0.1053966946
642	0.1051723339
643	0.1050104742
644	0.1048626988
645	0.1047239039
646	0.1046011448
647	0.1044667032
648	0.1042672352
649	0.1041253055
650	0.1039881088
651	0.1038072639
652	0.1036878868
653	0.1035380982
654	0.1033117859
655	0.1030802727
656	0.1029993516
657	0.1027071034
658	0.1025600433
659	0.1024505562
660	0.1023259516
661	0.1021400999
662	0.1019451706
663	0.1017662154
664	0.1016122677
665	0.1015112135
666	0.1013671204
667	0.1012729009
668	0.1011057518
669	0.1009228406
670	0.1008047881
671	0.1005809042
672	0.1003985758
673	0.1003147143
674	0.1001602191
675	0.1000287268
676	0.09989148599
677	0.09972423094
678	0.09953965081
679	0.09941500205
680	0.09918671184
681	0.09910138448
682	0.09897495199
683	0.09881801958
684	0.0986506674
685	0.09847603904
686	0.09831039111
687	0.09821734605
688	0.09808294861
689	0.09797009715
690	0.09788687141
691	0.09777394047
692	0.09759203593
693	0.09744390735
694	0.09732851276
695	0.09712132701
696	0.09700289479
697	0.09687105815
698	0.09677607925
699	0.09657944573
700	0.09651606171
701	0.09634835632
702	0.09618082753
703	0.096022288
704	0.09594355689
705	0.09578839055
706	0.09565970633
707	0.09555601191
708	0.09543327049
709	0.09529062554
710	0.09515451502
711	0.0950804993
712	0.09494283464
713	0.09479359344
714	0.09461923882
715	0.0945268472
716	0.09440672839
717	0.094276596
718	0.09420548545
719	0.09400812785
720	0.0939016872
721	0.09372946951
722	0.09359923115
723	0.09350361647
724	0.09336137772
725	0.09320877216
726	0.09307852498
727	0.09298771399
728	0.09282687858
729	0.09271153697
730	0.0925405467
731	0.0924077917
732	0.09231408437
733	0.09221222666
734	0.09207503884
735	0.09202831763
736	0.09190972646
737	0.09182827561
738	0.09175893995
739	0.09165412408
740	0.09153279552
741	0.09135202125
742	0.09122202131
743	0.09103382958
744	0.09091985667
745	0.0908358362
746	0.09075397032
747	0.09068610933
748	0.09053404243
749	0.09043707671
750	0.09024814323
751	0.09013822344
752	0.09000410857
753	0.08989781804
754	0.08981060099
755	0.08973568457
756	0.08963575187
757	0.08954592104
758	0.08943452658
759	0.08935117722
760	0.0891674183
761	0.08905679208
762	0.08888995206
763	0.08879905277
764	0.08861605326
765	0.08854298238
766	0.08840721625
767	0.08828810409
768	0.08816913322
769	0.08801093808
770	0.08782455656
771	0.08766283812
772	0.08757250397
773	0.08742558515
774	0.08732698582
775	0.08721665983
776	0.08712227256
777	0.08702869768
778	0.08688504608
779	0.08665445999
780	0.0865419794
781	0.0864403866
782	0.08631932294
783	0.08623683894
784	0.08612932099
785	0.08593303186
786	0.08588398827
787	0.08581166797
788	0.08567606961
789	0.08555717821
790	0.08546415965
791	0.08539722584
792	0.08529319587
793	0.08518828286
794	0.08505266684
795	0.08488369871
796	0.08476829529
797	0.08463748296
798	0.08460834291
799	0.08446755233
800	0.08434537605
801	0.08426132909
802	0.0841165472
803	0.08399169533
804	0.08387207102
805	0.08378251394
806	0.08371731087
807	0.08359905525
808	0.08348187694
809	0.08337300795
810	0.08332615429
811	0.08324769691
812	0.08309929459
813	0.08299040794
814	0.08293248989
815	0.08281078162
816	0.08273966224
817	0.08263634752
818	0.08256119269
819	0.0824302744
820	0.08232066366
821	0.08220096871
822	0.08214230008
823	0.08206461094
824	0.08195458518
825	0.08178051313
826	0.08167758694
827	0.08150504254
828	0.08136344839
829	0.08123258308
830	0.08108940831
831	0.08102823187
832	0.08092258595
833	0.08082014543
834	0.08076579482
835	0.08066008709
836	0.0805972947
837	0.08053703661
838	0.08045401397
839	0.08037326071
840	0.08025478434
841	0.08016933335
842	0.08005550173
843	0.07994164361
844	0.07989454269
845	0.07977900682
846	0.07971294721
847	0.07962046729
848	0.07956790924
849	0.07949744331
850	0.07940306487
851	0.07934265667
852	0.07925227836
853	0.07908559729
854	0.07899027401
855	0.0788597884
856	0.07881441823
857	0.07871618977
858	0.07861719308
859	0.07851162663
860	0.07845207497
861	0.07832995167
862	0.07825079671
863	0.07811712336
864	0.07804221577
865	0.07796114462
866	0.0778264293
867	0.07769247338
868	0.07755997446
869	0.07744614283
870	0.07738311202
871	0.07730684457
872	0.07720367997
873	0.07711802589
874	0.07697428597
875	0.07680680134
876	0.07666327335
877	0.07658751806
878	0.07650200526
879	0.07642034248
880	0.07627810372
881	0.07619518704
882	0.07608307732
883	0.07597230099
884	0.07585168768
885	0.07575891636
886	0.07567299737
887	0.07561733105
888	0.07547627555
889	0.0754144545
890	0.07533772786
891	0.07521993143
892	0.07513811853
893	0.07501173019
894	0.07487547839
895	0.07481012521
896	0.07473014019
897	0.0746099684
898	0.07454663736
899	0.07448906369
900	0.07440954668
901	0.07432551737
902	0.07422977024
903	0.07416907946
904	0.07411721901
905	0.07403277468
906	0.07390643049
907	0.07384813273
908	0.07374426171
909	0.07367864362
910	0.07360677807
911	0.07351677065
912	0.07348269886
913	0.07337896912
914	0.07323946776
915	0.07318493613
916	0.07301957519
917	0.07292383688
918	0.0728389113
919	0.07277841038
920	0.07269681825
921	0.07259095157
922	0.07252730264
923	0.07246609529
924	0.07236397708
925	0.07228363885
926	0.07220666497
927	0.07210889128
928	0.07201550183
929	0.07196169429
930	0.07186899362
931	0.07181616624
932	0.07175150183
933	0.07170832157
934	0.07155366297
935	0.07148445094
936	0.07142826363
937	0.07133566892
938	0.07120961613
939	0.07116738955
940	0.07110887104
941	0.07105568603
942	0.07096841159
943	0.07085058424
944	0.07074611275
945	0.07064172074
946	0.07058720677
947	0.07045199253
948	0.07038884693
949	0.07031185097
950	0.07021739748
951	0.07016249056
952	0.06999584481
953	0.06991865458
954	0.06985885126
955	0.06976609318
956	0.06970489025
957	0.0696190993
958	0.06951210675
959	0.06941878796
960	0.06935528473
961	0.06926205865
962	0.06920459535
963	0.06905995475
964	0.06895336398
965	0.06889686761
966	0.06886658845
967	0.06876553871
968	0.06869559376
969	0.06858598744
970	0.06854277187
971	0.06849466871
972	0.06841391987
973	0.0683360453
974	0.06822870396
975	0.06813936763
976	0.06805049049
977	0.06796721617
978	0.06785743325
979	0.0678131492
980	0.06775243194
981	0.06763237494
982	0.06757777709
983	0.06750041909
984	0.06742659322
985	0.06736750956
986	0.06729331723
987	0.06719025859
988	0.06709355337
989	0.06700252162
990	0.06695852898
991	0.06692575967
992	0.06685175278
993	0.0667935654
994	0.06668040488
995	0.06661914896
996	0.06654097416
997	0.06641092124
998	0.06626901362
999	0.06618520949
