iter	Logloss
0	0.6880443714
1	0.6822574757
2	0.6758841762
3	0.6696665022
4	0.6645040865
5	0.6598785542
6	0.6542468601
7	0.6492190184
8	0.6442261449
9	0.6384761245
10	0.6335478182
11	0.6285419464
12	0.6241983484
13	0.6192426328
14	0.6148080473
15	0.6101835745
16	0.6058026773
17	0.6006861793
18	0.5965488575
19	0.5926748205
20	0.5873247076
21	0.5831828294
22	0.5791558513
23	0.5745000133
24	0.5698610588
25	0.5651150456
26	0.5612304829
27	0.5572508353
28	0.5528675362
29	0.5492870543
30	0.5452933135
31	0.5412563748
32	0.5378082417
33	0.5346234993
34	0.5304190318
35	0.5266140125
36	0.5226560522
37	0.5193887993
38	0.5163410328
39	0.5127138208
40	0.5090498748
41	0.5055230105
42	0.5020206239
43	0.4983476003
44	0.4957108674
45	0.4919615145
46	0.4889354706
47	0.485151856
48	0.4821531508
49	0.4788835667
50	0.4755204519
51	0.4724091424
52	0.4697760829
53	0.4665587037
54	0.4636922412
55	0.4602280723
56	0.4574329588
57	0.4547469528
58	0.4517563714
59	0.4494941853
60	0.4467800282
61	0.4442999804
62	0.4416761752
63	0.4387454633
64	0.4364657579
65	0.4338298727
66	0.4318769949
67	0.4292394497
68	0.4266211898
69	0.424214575
70	0.4219625968
71	0.4192462497
72	0.4175504755
73	0.4151602145
74	0.4125984333
75	0.4103286178
76	0.4078475104
77	0.405720852
78	0.4033983725
79	0.4009310051
80	0.3985788557
81	0.395885185
82	0.3936364209
83	0.391478927
84	0.389365726
85	0.38726736
86	0.3852003592
87	0.3828149725
88	0.3805418368
89	0.3785373546
90	0.3769556681
91	0.3749417905
92	0.37305182
93	0.371166088
94	0.3691861894
95	0.3675367567
96	0.3656151383
97	0.3636550197
98	0.3613161158
99	0.3597104108
100	0.3581057654
101	0.3562761943
102	0.3543889787
103	0.3525527672
104	0.3506623021
105	0.3490571269
106	0.3474462297
107	0.3458196499
108	0.3438872585
109	0.3422119706
110	0.3404862792
111	0.3387075707
112	0.3369980565
113	0.3353038364
114	0.3337217967
115	0.332136684
116	0.3306721581
117	0.3292256814
118	0.327954151
119	0.3259970347
120	0.324944814
121	0.3235681322
122	0.3219449079
123	0.3204655824
124	0.3191261998
125	0.3177973076
126	0.3164104179
127	0.3154425798
128	0.3139744511
