iter	Logloss
0	0.6880158318
1	0.6822466674
2	0.6757974978
3	0.6697842633
4	0.6644826818
5	0.6592797173
6	0.6542140819
7	0.6491873706
8	0.6443793685
9	0.6391977381
10	0.6341682717
11	0.6296683417
12	0.6252436461
13	0.62028348
14	0.6158067209
15	0.6109630443
16	0.6063810984
17	0.6023909957
18	0.5978597005
19	0.5938959475
20	0.5892211066
21	0.5850864693
22	0.5810036129
23	0.5762910843
24	0.571524726
25	0.5668027666
26	0.5628927019
27	0.5596629955
28	0.5551895565
29	0.5514802226
30	0.5471979071
31	0.543313309
32	0.5398450074
33	0.5366523178
34	0.5323068477
35	0.5283936395
36	0.5243693811
37	0.5210844676
38	0.5180798283
39	0.5145129804
40	0.5109524903
41	0.5076744998
42	0.5048634918
43	0.5009254173
44	0.498261487
45	0.4945167259
46	0.4914351569
47	0.4876665892
48	0.4845159319
49	0.4812834704
50	0.4779287974
51	0.474401368
52	0.4715045293
53	0.4686430472
54	0.4657445837
55	0.4621589096
56	0.4593535176
57	0.4566275985
58	0.4536618833
59	0.4511755484
60	0.4483527078
61	0.4458406236
62	0.4430852113
63	0.440395002
64	0.4381085855
65	0.4353953114
66	0.4332757879
67	0.4309672603
68	0.428347411
69	0.4260659748
70	0.4237452613
71	0.4214488842
72	0.419749154
73	0.4173543718
74	0.4146403207
75	0.4122575477
76	0.4099257434
77	0.407894629
78	0.4056655743
79	0.4027282574
80	0.4006791998
81	0.3978963428
82	0.3955264975
83	0.3933997684
84	0.3912333736
85	0.3891165698
86	0.3870509112
87	0.384635678
88	0.3823367931
89	0.3803319225
90	0.378778493
91	0.37687012
92	0.3749474773
93	0.3729854513
94	0.3709281286
95	0.3697031516
96	0.367656072
97	0.3655764968
98	0.363414058
99	0.3617125264
100	0.3599629579
101	0.3581270995
102	0.3562590281
103	0.3544150458
104	0.3526596493
105	0.3510682141
106	0.3494348173
107	0.3477171439
108	0.3460626955
109	0.3440288261
110	0.3420159375
111	0.3402142701
112	0.3389643916
113	0.3373582981
114	0.3357895039
115	0.3342560662
116	0.332727185
117	0.331123458
118	0.3296634886
119	0.3284867605
120	0.3267602921
121	0.3252736551
122	0.3238030186
123	0.3220985554
124	0.3205201538
125	0.3192972607
126	0.3181138922
127	0.3163715998
128	0.3152536463
129	0.3137239527
130	0.3121938352
131	0.3108687224
132	0.3094304403
133	0.3080231702
134	0.3066929711
135	0.3056282114
136	0.3045652178
137	0.3033615395
138	0.3020709002
139	0.3012435348
140	0.3001776801
141	0.298929709
142	0.2978505735
143	0.2963131799
144	0.2947493483
145	0.2936789018
146	0.2927396562
147	0.2913517775
148	0.2903753916
149	0.289208889
150	0.2878767649
151	0.2867499281
152	0.2858963366
153	0.2843717999
154	0.2831394937
155	0.2821097021
156	0.2810654464
157	0.280006338
158	0.2791471128
159	0.2780848962
160	0.2769613972
161	0.276041808
162	0.2750850607
163	0.2742001216
164	0.2733112971
165	0.272150958
166	0.2712004273
167	0.2701033486
168	0.2691558732
169	0.2682879766
170	0.2673209861
171	0.2660002532
172	0.2647571034
173	0.2639278306
174	0.2628544348
175	0.2617058931
176	0.2610350008
177	0.2603204162
178	0.2590529124
179	0.2578701267
180	0.2569345192
181	0.2559951323
182	0.2548894882
183	0.2538835384
184	0.2527041259
185	0.2517419215
186	0.2509248698
187	0.2503308897
188	0.2495157101
189	0.2487803389
190	0.2479789875
191	0.2470301875
192	0.2463776624
193	0.2456686232
194	0.2447847084
195	0.2439149574
196	0.2430433344
197	0.2421018283
198	0.2415375356
199	0.2407113181
200	0.2402080607
201	0.2393802007
202	0.2384209986
203	0.2376613264
204	0.2370313715
205	0.2363719764
206	0.2354892448
207	0.2349444319
208	0.2342224651
209	0.2335580543
210	0.2330754951
211	0.2323934414
212	0.2316175037
213	0.2309176834
214	0.2302650169
215	0.2295992816
216	0.2289518074
217	0.2284792971
218	0.2278528214
219	0.2271250089
220	0.2265624294
221	0.2256998309
222	0.2249139503
223	0.2245354123
224	0.2236486011
225	0.222989206
226	0.2223660858
227	0.2214943215
228	0.2210555077
229	0.2203822489
230	0.2197155599
231	0.2192121788
232	0.2185466554
233	0.2177309284
234	0.2169836892
235	0.2165067284
236	0.2158227497
237	0.2152415382
238	0.2145957594
239	0.2136758875
240	0.2129332048
241	0.2123842063
242	0.2116824962
243	0.2112827654
244	0.2106166416
245	0.2100928801
246	0.2096411034
247	0.2090038723
248	0.2085468681
249	0.2079705132
250	0.207266366
251	0.2067571923
252	0.2060697167
253	0.205504753
254	0.2050007008
255	0.2045814373
256	0.2041455728
257	0.2036493972
258	0.2030895198
259	0.2024982064
260	0.2020100134
261	0.2014815189
262	0.2011322269
263	0.200747172
264	0.2000013281
265	0.1994099794
266	0.1988306399
