회사명,거래소코드,회계년도,종가(원),보통주(천원),시총,상장협 산업분류(대분류),상장협 산업분류(중분류),상장협 산업분류(소분류)
(주)위메이드플레이,123420,12-11,3635,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-12,3980,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-10,4145,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-14,17200,32253838,5.54766E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-15,12400,32253838,3.99948E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-13,4240,32253838,1.36756E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-17,26850,9569842,2.5695E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-18,18650,9569842,1.78478E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-19,20600,9569842,1.97139E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-20,21300,9569842,2.03838E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위메이드플레이,123420,12-16,20500,9569842,1.96182E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-13,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-14,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-15,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-16,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-17,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-18,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-19,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-20,17550,4453611,78160873050,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위세아이텍,65370,12-12,,3400000,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)위지윅스튜디오,299900,12-17,,53836,0,정보통신업,  영상ㆍ오디오 기록물 제작 및 배급업,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)위지윅스튜디오,299900,12-18,9650,8798060,84901279000,정보통신업,  영상ㆍ오디오 기록물 제작 및 배급업,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)위지윅스튜디오,299900,12-19,16150,9571953,1.54587E+11,정보통신업,  영상ㆍ오디오 기록물 제작 및 배급업,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)위지윅스튜디오,299900,12-20,6320,31295521,1.97788E+11,정보통신업,  영상ㆍ오디오 기록물 제작 및 배급업,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)위지윅스튜디오,299900,12-16,,40612,0,정보통신업,  영상ㆍ오디오 기록물 제작 및 배급업,"    영화, 비디오물, 방송프로그램 제작 및 배급업"
(주)위지트,36090,12-11,3125,36982001,1.15569E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-12,959,38765831,37176431929,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-10,600,36982001,22189200600,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-14,875,61739513,54022073875,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-15,1625,61739513,1.00327E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-16,1195,66319044,79251257580,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-17,1560,72749313,1.13489E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-18,1080,72749313,78569258040,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-19,872,81265715,70863703480,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-13,779,38765831,30198582349,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)위지트,36090,12-20,1520,90231385,1.37152E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)윈스,136540,12-12,13450,10544734,1.41827E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-13,17400,11305231,1.96711E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-14,8540,11305231,96546672740,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-11,6040,9841600,59443264000,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-16,11550,11305231,1.30575E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-17,12350,11478731,1.41762E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-18,11050,12088063,1.33573E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-19,13300,12139563,1.61456E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-20,18800,12198063,2.29324E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈스,136540,12-15,9990,11305231,1.12939E+11,정보통신업,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업","    컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)윈팩,97800,12-11,,7382554,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-10,,7382554,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-13,2180,14200000,30956000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-14,1990,14200000,28258000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-15,4200,14545394,61090654800,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-16,3100,17091218,52982775800,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-17,1135,34091218,38693532430,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-18,1275,36083249,46006142475,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-19,2015,37250885,75060533275,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-20,1860,38292550,71224143000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈팩,97800,12-12,,11672594,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    반도체 제조업
(주)윈하이텍,192390,12-11,,974220,0,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-13,,974220,0,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-12,,974220,0,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-15,6250,9863089,61644306250,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-16,7240,9863089,71408764360,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-17,4060,9863089,40044141340,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-18,4155,9863089,40981134795,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-19,3655,10656896,38950954880,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-20,3200,10656896,34102067200,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윈하이텍,192390,12-14,8620,6600300,56894586000,제조업,  금속가공제품 제조업; 기계 및 가구 제외,"    구조용 금속제품, 탱크 및 증기발생기 제조업"
(주)윌링스,313760,12-11,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-12,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-13,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-14,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-15,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-16,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-17,,85614,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-18,,3852630,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-19,11750,4862000,57128500000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-20,16300,4862000,79250600000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)윌링스,313760,12-10,,80000,0,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유니온커뮤니티,203450,12-11,,10907000,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-12,,10907000,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-13,,10907000,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-14,,10907000,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-15,,11634273,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-16,3440,14679007,50495784080,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-17,3010,14679007,44183811070,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-18,2640,14679007,38752578480,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-19,2780,14679007,40807639460,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-20,4260,14679007,62532569820,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니온커뮤니티,203450,12-10,,10819000,0,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유니크,11320,12-11,2510,19320695,48494944450,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-12,2470,19320695,47722116650,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-13,4410,19320695,85204264950,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-14,4530,19320695,87522748350,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-15,3860,19320695,74577882700,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-16,3610,19320695,69747708950,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-17,6500,19320695,1.25585E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-18,6650,19320695,1.28483E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-19,6150,19320695,1.18822E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-20,8990,19320695,1.73693E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니크,11320,12-10,2630,19320695,50813427850,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테스트,86390,12-11,1920,15880403,30490373760,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-12,2710,15880403,43035892130,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-13,1835,15880403,29140539505,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-14,9590,18507268,1.77485E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-15,8900,19402790,1.72685E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-16,12100,21134126,2.55723E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-17,12800,21134126,2.70517E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-18,10500,21134126,2.21908E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-19,14350,21134126,3.03275E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-20,27200,21134126,5.74848E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테스트,86390,12-10,1930,15880403,30649177790,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)유니테크노,241690,12-11,,200000,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-12,,200000,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-13,,200000,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-14,,200000,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-10,,200000,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-16,11500,5963760,68583240000,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-17,12100,11927520,1.44323E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-18,14100,11927520,1.68178E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-19,8400,11927520,1.00191E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-20,12200,11927520,1.45516E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니테크노,241690,12-15,,4463760,0,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)유니트론텍,142210,12-11,,80000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-12,,80000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-13,,80000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-14,,2800000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-15,,2800000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-16,8910,9931950,88493674500,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-17,6940,9931950,68927733000,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-18,4470,9931950,44395816500,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-19,6770,10651857,72113071890,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-20,7140,12077643,86234371020,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유니트론텍,142210,12-10,,80000,0,도매 및 소매업,  도매 및 상품 중개업,    기계장비 및 관련 물품 도매업
(주)유라테크,48430,12-11,3275,11520000,37728000000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-12,4265,11520000,49132800000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-13,6160,11520000,70963200000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-14,9000,11520000,1.0368E+11,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-15,8880,11520000,1.02298E+11,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-16,14400,11520000,1.65888E+11,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-17,7840,11520000,90316800000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-18,5850,11520000,67392000000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-19,5950,11520000,68544000000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-20,12400,11520000,1.42848E+11,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유라테크,48430,12-10,3190,11520000,36748800000,제조업,  전기장비 제조업,"    전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업"
(주)유비케어,32620,12-10,2810,40286470,1.13205E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-12,2935,40286470,1.18241E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-11,4005,40286470,1.61347E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-14,2625,40286470,1.05752E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-15,3625,40286470,1.46038E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-16,3505,40286470,1.41204E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-17,3650,40286470,1.47046E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-18,4400,52197139,2.29667E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-19,5740,52197139,2.99612E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-20,9600,52197139,5.01093E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비케어,32620,12-13,2685,40286470,1.08169E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)유비쿼스,264450,12-18,37900,5123955,1.94198E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유비쿼스,264450,12-19,28400,5123955,1.4552E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유비쿼스,264450,12-20,24800,10245706,2.54094E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유비쿼스,264450,12-17,26150,5123955,1.33991E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    통신 및 방송 장비 제조업
(주)유비쿼스홀딩스,78070,12-11,4490,21200000,95188000000,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-12,5030,21200000,1.06636E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-10,7240,21200000,1.53488E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-14,8490,21200000,1.79988E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-15,11800,21200000,2.5016E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-16,10850,21200000,2.3002E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-17,6920,16076045,1.11246E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-18,7980,18696628,1.49199E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-19,20150,18696628,3.76737E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-20,27100,18696628,5.06679E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유비쿼스홀딩스,78070,12-13,7720,21200000,1.63664E+11,"전문, 과학 및 기술 서비스업",  전문 서비스업,    회사 본부 및 경영 컨설팅 서비스업
(주)유성티엔에스,24800,12-11,4065,15789641,64184890665,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-12,2110,22723235,47946025850,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-13,1710,22723235,38856731850,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-14,2145,22723235,48741339075,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-15,4010,22723235,91120172350,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-16,5770,22723235,1.31113E+11,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-17,3865,22723235,87825303275,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-18,2550,27213580,69394629000,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-19,2825,27213580,76878363500,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-20,2950,27213580,80280061000,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유성티엔에스,24800,12-10,2350,11200000,26320000000,운수 및 창고업,  육상운송 및 파이프라인 운송업,    육상 여객 운송업
(주)유신,54930,12-11,11500,3000000,34500000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-12,9470,3000000,28410000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-13,7300,3000000,21900000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-14,8400,3000000,25200000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-15,10400,3000000,31200000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-16,12850,3000000,38550000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-17,11950,3000000,35850000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-18,18050,3000000,54150000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
(주)유신,54930,12-19,19750,3000000,59250000000,"전문, 과학 및 기술 서비스업","  건축기술, 엔지니어링 및 기타 과학기술 서비스업","    건축기술, 엔지니어링 및 관련 기술 서비스업"
