회사명,거래소코드,회계년도,종가(원),보통주(천원),시총,상장협 산업분류(대분류),상장협 산업분류(중분류),상장협 산업분류(소분류)
(주)두산테스나,131970,12-15,9850,6850000,67472500000,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)두산테스나,131970,12-16,14500,6850000,99325000000,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)두산테스나,131970,12-17,14100,6850000,96585000000,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)두산테스나,131970,12-18,19400,6850000,1.3289E+11,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)두산테스나,131970,12-19,51000,6850000,3.4935E+11,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)두산테스나,131970,12-20,56200,14759577,8.29488E+11,"전문, 과학 및 기술 서비스업","  기타 전문, 과학 및 기술 서비스업","    그 외 기타 전문, 과학 및 기술 서비스업"
(주)듀오백,73190,12-10,4090,5984020,24474641800,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-11,3705,5984020,22170794100,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-12,4005,5984020,23966000100,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-13,3435,5984020,20555108700,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-14,3350,5984020,20046467000,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-15,2630,11968040,31475945200,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-16,2335,11968040,27945373400,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-17,2080,11968040,24893523200,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-18,2215,11968040,26509208600,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-19,2475,11968040,29620899000,제조업,  가구 제조업,    가구 제조업
(주)듀오백,73190,12-20,3995,11968040,47812319800,제조업,  가구 제조업,    가구 제조업
(주)드래곤플라이,30350,12-10,12350,13750238,1.69815E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-11,17500,13993178,2.44881E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-12,13700,14078923,1.92881E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-13,5480,14078923,77152498040,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-14,7490,14078923,1.05451E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-15,5530,14078923,77856444190,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-16,7300,14762103,1.07763E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-17,4365,14847079,64807499835,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-18,3485,16008491,55789591135,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-19,2930,16008491,46904878630,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드래곤플라이,30350,12-20,2550,17107393,43623852150,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-14,2010,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-15,2015,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-16,2040,,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-17,3550,34829754,1.23646E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-18,3310,35805754,1.18517E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-19,2735,50605754,1.38407E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림시큐리티,203650,12-20,3930,50605754,1.98881E+11,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)드림어스컴퍼니,60570,12-10,2625,25835579,67818394875,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-11,1900,25835579,49087600100,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-12,2385,25835579,61617855915,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-13,1475,25835579,38107479025,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-14,6370,31045496,1.9776E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-15,5400,31096196,1.67919E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-16,5400,31096196,1.67919E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-17,5580,47548592,2.65321E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-18,6760,55558279,3.75574E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-19,5970,56859847,3.39453E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)드림어스컴퍼니,60570,12-20,5280,56859847,3.0022E+11,정보통신업,  정보서비스업,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
(주)디딤,217620,12-15,2015,,0,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디딤,217620,12-16,1980,,0,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디딤,217620,12-17,2140,35201905,75332076700,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디딤,217620,12-18,2775,37001905,1.0268E+11,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디딤,217620,12-19,1960,37001905,72523733800,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디딤,217620,12-20,2135,37001905,78999067175,숙박 및 음식점업,  음식점 및 주점업,    음식점업
(주)디모아,16670,12-10,2540,40508719,1.02892E+11,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-11,1175,35508719,41722744825,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-12,1260,35508719,44740985940,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-13,1420,35612131,50569226020,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-14,1665,39955451,66525825915,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-15,3040,39713462,1.20729E+11,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-16,2855,40078058,1.14423E+11,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-17,1690,40078058,67731918020,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-18,1440,40078058,57712403520,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-19,1535,40078058,61519819030,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디모아,16670,12-20,973,86559394,84222290362,도매 및 소매업,  도매 및 상품 중개업,    기타 전문 도매업
(주)디바이스이엔지,187870,12-10,,272000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-11,,272000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-12,,2720000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-13,,2720000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-14,,2720000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-15,,2720000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-16,,2720000,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-17,10050,6782000,68159100000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-18,8000,6782000,54256000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-19,12300,6782000,83418600000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디바이스이엔지,187870,12-20,51700,7036609,3.63793E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디스플레이테크,66670,12-10,4600,17656060,81217876000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-11,2315,17656060,40873778900,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-12,6050,17656060,1.06819E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-13,8650,17656060,1.52725E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-14,4815,18691918,90001585170,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-15,4125,18691918,77104161750,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-16,4225,18691918,78973353550,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-17,3800,18691918,71029288400,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-18,3890,18691918,72711561020,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-19,3740,18691918,69907773320,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디스플레이테크,66670,12-20,3755,18691918,70188152090,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디아크,78590,12-10,3680,9522382,35042365760,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-11,3055,9522382,29090877010,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-12,1805,9522382,17187899510,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-13,1125,9522382,10712679750,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-14,1455,9941493,14464872315,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-15,2840,12875270,36565766800,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-16,2325,12875270,29935002750,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-17,2070,12875270,26651808900,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-18,3730,21115475,78760721750,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-19,1535,55950318,85883738130,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디아크,78590,12-20,5130,78724637,4.03857E+11,제조업,  자동차 및 트레일러 제조업,    자동차 신품 부품 제조업
(주)디앤씨미디어,263720,12-16,,10260,0,정보통신업,  출판업,"    서적, 잡지 및 기타 인쇄물 출판업"
(주)디앤씨미디어,263720,12-17,7050,12041343,84891468150,정보통신업,  출판업,"    서적, 잡지 및 기타 인쇄물 출판업"
(주)디앤씨미디어,263720,12-18,14150,12041343,1.70385E+11,정보통신업,  출판업,"    서적, 잡지 및 기타 인쇄물 출판업"
(주)디앤씨미디어,263720,12-19,19450,12275111,2.38751E+11,정보통신업,  출판업,"    서적, 잡지 및 기타 인쇄물 출판업"
(주)디앤씨미디어,263720,12-20,36800,12275111,4.51724E+11,정보통신업,  출판업,"    서적, 잡지 및 기타 인쇄물 출판업"
(주)디어유,376300,12-20,,1669980,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디에스앤엘,141020,12-10,,260000,0,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-11,,2800000,0,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-12,,3733333,0,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-13,3725,4977833,18542427925,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-14,6590,19803210,1.30503E+11,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-15,6860,19803210,1.3585E+11,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-16,2830,23352395,66087277850,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-17,1475,43559591,64250396725,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-18,2395,48402813,1.15925E+11,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-19,505,99103700,50047368500,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스앤엘,141020,12-20,108,174440126,18839533608,도매 및 소매업,  소매업; 자동차 제외,    무점포 소매업
(주)디에스케이,109740,12-10,4145,6500000,26942500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-11,2935,6500000,19077500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-12,2575,6500000,16737500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-13,3950,6500000,25675000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-14,3055,6500000,19857500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-15,9000,6500000,58500000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-16,33450,6500000,2.17425E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-17,10200,20299507,2.07055E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-18,6570,20354763,1.33731E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-19,9100,20354763,1.85228E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에스케이,109740,12-20,6300,20354763,1.28235E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-10,,176200,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-11,,176200,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-12,,176200,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-13,,176200,0,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-14,4520,6043686,27317460720,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-15,11700,6043686,70711126200,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-16,13500,6043686,81589761000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-17,11850,6603686,78253679100,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-18,3500,52396711,1.83388E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-19,1515,57465522,87060265830,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이테크놀로지,196490,12-20,7130,23074475,1.64521E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디에이피,66900,12-10,2260,22744503,51402576780,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-11,2260,22744503,51402576780,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-12,6250,22744503,1.42153E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-13,5690,22744503,1.29416E+11,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-14,3735,22744503,84950718705,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-15,4050,22744503,92115237150,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-16,4270,22744503,97119027810,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-17,2935,22744503,66755116305,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-18,2655,22744503,60386655465,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-19,3580,22744503,81425320740,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디에이피,66900,12-20,4045,22744503,92001514635,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    전자부품 제조업
(주)디엔에프,92070,12-10,5440,6297600,34258944000,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-11,4200,9441399,39653875800,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-12,13000,9441399,1.22738E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-13,10400,9441399,98190549600,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-14,20900,10761828,2.24922E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-15,15800,10761828,1.70037E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-16,16400,10761828,1.76494E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-17,14500,10761828,1.56047E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-18,7580,10761828,81574656240,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-19,9450,10761828,1.01699E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엔에프,92070,12-20,21200,10761828,2.28151E+11,제조업,  화학물질 및 화학제품 제조업; 의약품 제외,    기타 화학제품 제조업
(주)디엠에스,68790,12-10,10500,19887423,2.08818E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-11,5510,19887423,1.0958E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-12,2910,19887423,57872400930,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-13,2665,19887423,52999982295,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-14,2180,19887423,43354582140,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-15,6190,22322487,1.38176E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-16,9260,22572487,2.09021E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-17,6720,22937487,1.5414E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-18,4590,23032487,1.05719E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-19,5480,23042487,1.26273E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디엠에스,68790,12-20,8680,24573061,2.13294E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디와이디,219550,12-15,2000,,0,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디와이디,219550,12-16,1925,,0,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디와이디,219550,12-17,1860,54839270,1.02001E+11,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디와이디,219550,12-18,1500,56831270,85246905000,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디와이디,219550,12-19,921,56831270,52341599670,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디와이디,219550,12-20,1385,64596999,89466843615,도매 및 소매업,  도매 및 상품 중개업,    생활용품 도매업
(주)디이엔티,79810,12-10,4055,8300000,33656500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-11,2390,8300000,19837000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-12,1810,8300000,15023000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-13,2100,8300000,17430000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-14,1875,8300000,15562500000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-15,3790,8300000,31457000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-16,9440,8300000,78352000000,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-17,4270,8979530,38342593100,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-18,1960,8979530,17599878800,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-19,3350,12335928,41325358800,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디이엔티,79810,12-20,9260,13036859,1.20721E+11,제조업,  기타 기계 및 장비 제조업,    특수 목적용 기계 제조업
(주)디지아이,43360,12-10,3240,9000000,29160000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-11,1955,9000000,17595000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-12,2400,9000000,21600000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-13,2850,9000000,25650000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-14,2535,9000000,22815000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-15,3425,9000000,30825000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-16,4865,9000000,43785000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-17,3215,9000000,28935000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-18,2560,9000000,23040000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-19,2785,9000000,25065000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지아이,43360,12-20,2480,9000000,22320000000,제조업,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",    컴퓨터 및 주변장치 제조업
(주)디지캡,197140,12-12,,3089581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-13,,3089581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-14,,3153581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-15,,3153581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-16,,3153581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-17,,3153581,0,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-18,3785,6906676,26141768660,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-19,3880,7391722,28679881360,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지캡,197140,12-20,4520,7409323,33490139960,정보통신업,  출판업,    소프트웨어 개발 및 공급업
(주)디지털대성,68930,12-10,2010,20979150,42168091500,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-11,2370,21329812,50551654440,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-12,2450,21521359,52727329550,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-13,2865,21706661,62189583765,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-14,4230,21944723,92826178290,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-15,3290,22144723,72856138670,교육 서비스업,  교육 서비스업,    일반 교습 학원
(주)디지털대성,68930,12-16,4000,22225973,88903892000,교육 서비스업,  교육 서비스업,    일반 교습 학원
