회사명,거래소코드,회계년도,종가(원),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),시총
(주)CMG제약,58820,12-21,3835,138892244,5.32652E+11
(주)CMG제약,58820,12-21,3835,138892244,5.32652E+11
(주)ES큐브,50120,12-21,4960,13564086,67277866560
(주)ES큐브,50120,12-21,4960,13564086,67277866560
(주)가비아,79940,12-21,13500,13535684,1.82732E+11
(주)가비아,79940,12-21,13500,13535684,1.82732E+11
(주)가온칩스,399720,12-21,,,0
(주)강스템바이오텍,217730,12-21,3270,38005424,1.24278E+11
(주)강스템바이오텍,217730,12-21,3270,37937925,1.24057E+11
(주)강스템바이오텍,217730,12-21,3270,67499,220721730
(주)강원에너지,114190,12-21,2500,0,0
(주)강원에너지,114190,12-21,2500,26123038,65307595000
(주)강원에너지,114190,12-21,2500,26123038,65307595000
(주)고려시멘트,198440,12-21,3850,31979960,1.23123E+11
(주)고려시멘트,198440,12-21,3850,31979960,1.23123E+11
(주)고바이오랩,348150,12-21,20600,18022274,3.71259E+11
(주)고바이오랩,348150,12-21,20600,1751715,36085329000
(주)고바이오랩,348150,12-21,20600,16270559,3.35174E+11
(주)고영테크놀러지,98460,12-21,23700,68654755,1.62712E+12
(주)고영테크놀러지,98460,12-21,23700,68654755,1.62712E+12
(주)골드앤에스,35290,12-21,1305,36223910,47272202550
(주)골드앤에스,35290,12-21,1305,36223910,47272202550
(주)골드퍼시픽,38530,12-21,1290,83267529,1.07415E+11
(주)골드퍼시픽,38530,12-21,1290,83267529,1.07415E+11
(주)골프존,215000,12-21,174800,0,0
(주)골프존,215000,12-21,174800,6275415,1.09694E+12
(주)골프존,215000,12-21,174800,6275415,1.09694E+12
(주)골프존뉴딘홀딩스,121440,12-21,8930,42836818,3.82533E+11
(주)골프존뉴딘홀딩스,121440,12-21,8930,0,0
(주)골프존뉴딘홀딩스,121440,12-21,8930,42836818,3.82533E+11
(주)공구우먼,366030,12-21,,2518500,0
(주)공구우먼,366030,12-21,,2518500,0
(주)광림,14200,12-21,2010,75241358,1.51235E+11
(주)광림,14200,12-21,2010,75241358,1.51235E+11
(주)광무,29480,12-21,1375,113955215,1.56688E+11
(주)광무,29480,12-21,1375,113955215,1.56688E+11
(주)구영테크,53270,12-21,3340,26394174,88156541160
(주)구영테크,53270,12-21,3340,26394174,88156541160
(주)국보디자인,66620,12-21,21000,7500000,1.575E+11
(주)국보디자인,66620,12-21,21000,7500000,1.575E+11
(주)국순당,43650,12-21,9130,17858304,1.63046E+11
(주)국순당,43650,12-21,9130,17858304,1.63046E+11
(주)국영지앤엠,6050,12-21,1840,34895243,64207247120
(주)국영지앤엠,6050,12-21,1840,34895243,64207247120
(주)국전약품,307750,12-21,10950,49069269,5.37308E+11
(주)국전약품,307750,12-21,10950,49069269,5.37308E+11
(주)그래디언트,35080,12-21,5420,81189163,4.40045E+11
(주)그래디언트,35080,12-21,5420,81189163,4.40045E+11
(주)그리티,204020,12-21,2645,0,0
(주)그리티,204020,12-21,2645,20147430,53289952350
(주)그리티,204020,12-21,2645,20147430,53289952350
(주)그린플러스,186230,12-21,15750,11854670,1.86711E+11
(주)그린플러스,186230,12-21,15750,1034482,16293091500
(주)그린플러스,186230,12-21,15750,10820188,1.70418E+11
(주)글로벌스탠다드테크놀로지,83450,12-21,37650,9317745,3.50813E+11
(주)글로벌스탠다드테크놀로지,83450,12-21,37650,9317745,3.50813E+11
(주)금화피에스시,36190,12-21,31850,6000000,1.911E+11
(주)금화피에스시,36190,12-21,31850,6000000,1.911E+11
(주)기가레인,49080,12-21,2365,79243240,1.8741E+11
(주)기가레인,49080,12-21,2365,79243240,1.8741E+11
(주)기산텔레콤,35460,12-21,2610,14577340,38046857400
(주)기산텔레콤,35460,12-21,2610,14577340,38046857400
(주)까스텔바작,308100,12-21,10650,6596700,70254855000
(주)까스텔바작,308100,12-21,10650,0,0
(주)까스텔바작,308100,12-21,10650,6596700,70254855000
(주)나노,187790,12-21,1695,27067695,45879743025
(주)나노,187790,12-21,1695,27067695,45879743025
(주)나노브릭,286750,12-21,3940,9302068,36650147920
(주)나노브릭,286750,12-21,3940,9302068,36650147920
(주)나노신소재,121600,12-21,68700,137020,9413274000
(주)나노신소재,121600,12-21,68700,10985353,7.54694E+11
(주)나노신소재,121600,12-21,68700,10848333,7.4528E+11
(주)나노엔텍,39860,12-21,7450,26800627,1.99665E+11
(주)나노엔텍,39860,12-21,7450,26800627,1.99665E+11
(주)나래나노텍,137080,12-21,,8614080,0
(주)나래나노텍,137080,12-21,,8614080,0
(주)나무가,190510,12-21,13300,0,0
(주)나무가,190510,12-21,13300,13742180,1.82771E+11
(주)나무가,190510,12-21,13300,13742180,1.82771E+11
(주)나스미디어,89600,12-21,32900,0,0
(주)나스미디어,89600,12-21,32900,9604910,3.16002E+11
(주)나스미디어,89600,12-21,32900,9604910,3.16002E+11
(주)나이벡,138610,12-21,29150,0,0
(주)나이벡,138610,12-21,29150,9902979,2.88672E+11
(주)나이벡,138610,12-21,29150,9902979,2.88672E+11
(주)나이스디앤비,130580,12-21,9610,15400000,1.47994E+11
(주)나이스디앤비,130580,12-21,9610,15400000,1.47994E+11
(주)나인테크,267320,12-21,4240,39396554,1.67041E+11
(주)나인테크,267320,12-21,4240,39396554,1.67041E+11
(주)내츄럴엔도텍,168330,12-21,4530,31175495,1.41225E+11
(주)내츄럴엔도텍,168330,12-21,4530,31175495,1.41225E+11
(주)네오리진,94860,12-21,1200,99808613,1.1977E+11
(주)네오리진,94860,12-21,1200,99808613,1.1977E+11
(주)네오셈,253590,12-21,3620,37677501,1.36393E+11
(주)네오셈,253590,12-21,3620,37677501,1.36393E+11
(주)네오오토,212560,12-21,6600,7874963,51974755800
(주)네오오토,212560,12-21,6600,7874963,51974755800
(주)네오위즈,95660,12-21,36100,22033719,7.95417E+11
(주)네오위즈,95660,12-21,36100,0,0
(주)네오위즈,95660,12-21,36100,22033719,7.95417E+11
(주)네오위즈홀딩스,42420,12-21,96300,0,0
(주)네오위즈홀딩스,42420,12-21,96300,8856866,8.52916E+11
(주)네오위즈홀딩스,42420,12-21,96300,8856866,8.52916E+11
(주)네오이뮨텍,950220,12-21,10350,19716402,2.04065E+11
(주)네오이뮨텍,950220,12-21,10350,19716402,2.04065E+11
(주)네오크레마,311390,12-21,16500,7327995,1.20912E+11
(주)네오크레마,311390,12-21,16500,7327995,1.20912E+11
(주)네오크레마,311390,12-21,16500,0,0
(주)네오티스,85910,12-21,5050,13730519,69339120950
(주)네오티스,85910,12-21,5050,13730519,69339120950
(주)네오팜,92730,12-21,24800,8207361,2.03543E+11
(주)네오팜,92730,12-21,24800,8207361,2.03543E+11
(주)네오펙트,290660,12-21,3135,281691,883101285
(주)네오펙트,290660,12-21,3135,19187971,60154289085
(주)네오펙트,290660,12-21,3135,18906280,59271187800
(주)네온테크,306620,12-21,4060,39922508,1.62085E+11
(주)네온테크,306620,12-21,4060,39922508,1.62085E+11
(주)네이블커뮤니케이션즈,153460,12-21,7640,6530014,49889306960
(주)네이블커뮤니케이션즈,153460,12-21,7640,0,0
(주)네이블커뮤니케이션즈,153460,12-21,7640,6530014,49889306960
(주)네이처셀,7390,12-21,17800,62627156,1.11476E+12
(주)네이처셀,7390,12-21,17800,62627156,1.11476E+12
(주)네패스,33640,12-21,38350,0,0
(주)네패스,33640,12-21,38350,23059202,8.8432E+11
(주)네패스,33640,12-21,38350,23059202,8.8432E+11
(주)네패스아크,330860,12-21,50200,12184045,6.11639E+11
(주)네패스아크,330860,12-21,50200,0,0
(주)네패스아크,330860,12-21,50200,12184045,6.11639E+11
(주)넥스턴바이오사이언스,89140,12-21,6240,33220864,2.07298E+11
(주)넥스턴바이오사이언스,89140,12-21,6240,33220864,2.07298E+11
(주)넥스트아이,137940,12-21,1290,78320992,1.01034E+11
(주)넥스트아이,137940,12-21,1290,78320992,1.01034E+11
(주)넥스트엔터테인먼트월드,160550,12-21,14350,0,0
(주)넥스트엔터테인먼트월드,160550,12-21,14350,27906106,4.00453E+11
(주)넥스트엔터테인먼트월드,160550,12-21,14350,27906106,4.00453E+11
(주)넥스트칩,396270,2021,,,0
(주)넥스틴,348210,12-21,60200,9682380,5.82879E+11
(주)넥스틴,348210,12-21,60200,9682380,5.82879E+11
(주)넥스틴,348210,12-21,60200,0,0
(주)넥슨게임즈,225570,12-21,23450,0,0
(주)넥슨게임즈,225570,12-21,23450,28852967,6.76602E+11
(주)넥슨게임즈,225570,12-21,23450,28852967,6.76602E+11
(주)넵튠,217270,12-21,28000,31753722,8.89104E+11
(주)넵튠,217270,12-21,28000,31753722,8.89104E+11
(주)노랑풍선,104620,12-21,14450,14296950,2.06591E+11
(주)노랑풍선,104620,12-21,14450,14296950,2.06591E+11
(주)노바렉스,194700,12-21,38450,9003740,3.46194E+11
(주)노바렉스,194700,12-21,38450,9003740,3.46194E+11
(주)노바렉스,194700,12-21,38450,0,0
(주)노바텍,285490,12-21,42200,0,0
(주)노바텍,285490,12-21,42200,10081744,4.2545E+11
(주)노바텍,285490,12-21,42200,10081744,4.2545E+11
(주)노블엠앤비,106520,12-21,3130,22300767,69801400710
(주)노블엠앤비,106520,12-21,3130,22300767,69801400710
(주)노터스,278650,12-21,28650,7651868,2.19226E+11
(주)노터스,278650,12-21,28650,7651868,2.19226E+11
(주)녹십자엠에스,142280,12-21,7230,21117283,1.52678E+11
(주)녹십자엠에스,142280,12-21,7230,21117283,1.52678E+11
(주)녹십자웰빙,234690,12-21,10150,17752276,1.80186E+11
(주)녹십자웰빙,234690,12-21,10150,17752276,1.80186E+11
(주)녹원씨엔아이,65560,12-21,5770,17260625,99593806250
(주)녹원씨엔아이,65560,12-21,5770,17260625,99593806250
(주)누리플랜,69140,12-21,7030,7102743,49932283290
(주)누리플랜,69140,12-21,7030,7102743,49932283290
(주)누리플랜,69140,12-21,7030,0,0
(주)누리플렉스,40160,12-21,8940,12055535,1.07776E+11
(주)누리플렉스,40160,12-21,8940,12055535,1.07776E+11
(주)누보,332290,12-21,2135,5205000,11112675000
(주)누보,332290,12-21,2135,5205000,11112675000
(주)뉴로스,126870,12-21,2230,35639386,79475830780
(주)뉴로스,126870,12-21,2230,35639386,79475830780
(주)뉴보텍,60260,12-21,1220,33433750,40789175000
(주)뉴보텍,60260,12-21,1220,33433750,40789175000
(주)뉴인텍,12340,12-21,3650,30044502,1.09662E+11
(주)뉴인텍,12340,12-21,3650,30044502,1.09662E+11
(주)뉴트리,270870,12-21,21950,9113224,2.00035E+11
(주)뉴트리,270870,12-21,21950,9113224,2.00035E+11
(주)뉴파워프라즈마,144960,12-21,6410,43692624,2.8007E+11
(주)뉴파워프라즈마,144960,12-21,6410,0,0
(주)뉴파워프라즈마,144960,12-21,6410,43692624,2.8007E+11
(주)뉴프렉스,85670,12-21,7790,24209753,1.88594E+11
(주)뉴프렉스,85670,12-21,7790,24209753,1.88594E+11
(주)다나와,119860,12-21,26250,13074822,3.43214E+11
(주)다나와,119860,12-21,26250,13074822,3.43214E+11
(주)다날,64260,12-21,14750,68949040,1.017E+12
(주)다날,64260,12-21,14750,68949040,1.017E+12
(주)다보링크,340360,12-21,2300,0,0
(주)다보링크,340360,12-21,2300,40910160,94093368000
(주)다보링크,340360,12-21,2300,40910160,94093368000
(주)다산네트웍스,39560,12-21,7200,0,0
(주)다산네트웍스,39560,12-21,7200,36380838,2.61942E+11
(주)다산네트웍스,39560,12-21,7200,36380838,2.61942E+11
(주)다우데이타,32190,12-21,15100,38300000,5.7833E+11
(주)다우데이타,32190,12-21,15100,38300000,5.7833E+11
(주)다원시스,68240,12-21,29350,31630519,9.28356E+11
(주)다원시스,68240,12-21,29350,31630519,9.28356E+11
(주)대동스틸,48470,12-21,5830,10000000,58300000000
(주)대동스틸,48470,12-21,5830,10000000,58300000000
(주)대륙제관,4780,12-21,5140,15903199,81742442860
(주)대륙제관,4780,12-21,5140,15903199,81742442860
(주)대림제지,17650,12-21,11950,9000000,1.0755E+11
(주)대림제지,17650,12-21,11950,9000000,1.0755E+11
(주)대명소노시즌,7720,12-21,1245,100800450,1.25497E+11
(주)대명소노시즌,7720,12-21,1245,100800450,1.25497E+11
(주)대성미생물연구소,36480,12-21,14350,3800000,54530000000
(주)대성미생물연구소,36480,12-21,14350,3800000,54530000000
(주)대성엘텍,25440,12-21,965,100971343,97437345995
(주)대성엘텍,25440,12-21,965,100971343,97437345995
(주)대성파인텍,104040,12-21,2085,31301281,65263170885
(주)대성파인텍,104040,12-21,2085,31301281,65263170885
(주)대원,7680,12-21,9380,13446474,1.26128E+11
(주)대원,7680,12-21,9380,0,0
(주)대원,7680,12-21,9380,13446474,1.26128E+11
(주)대유,290380,12-21,6630,14478326,95991301380
(주)대유,290380,12-21,6630,14478326,95991301380
(주)대유에이피,290120,12-21,5960,11433768,68145257280
(주)대유에이피,290120,12-21,5960,11433768,68145257280
(주)대창솔루션,96350,12-21,498,163761009,81552982482
(주)대창솔루션,96350,12-21,498,163761009,81552982482
(주)대창스틸,140520,12-21,3100,21109243,65438653300
(주)대창스틸,140520,12-21,3100,21109243,65438653300
(주)대한과학,131220,12-21,9850,7454490,73426726500
(주)대한과학,131220,12-21,9850,7454490,73426726500
(주)대호특수강,21040,12-21,785,75398540,59187853900
(주)대호특수강,21040,12-21,785,79641006,62518189710
(주)대호특수강,21040,12-21,785,4242466,3330335810
(주)더 미동,161570,12-21,1540,15582830,23997558200
(주)더 미동,161570,12-21,1540,15582830,23997558200
(주)더네이쳐홀딩스,298540,12-21,29600,0,0
(주)더네이쳐홀딩스,298540,12-21,29600,14544656,4.30522E+11
(주)더네이쳐홀딩스,298540,12-21,29600,14544656,4.30522E+11
(주)더블유아이,73570,12-21,1300,80904873,1.05176E+11
(주)더블유아이,73570,12-21,1300,80904873,1.05176E+11
(주)더블유에스아이,299170,12-21,2425,30027963,72817810275
(주)더블유에스아이,299170,12-21,2425,30027963,72817810275
(주)더에이치큐,192410,12-21,2565,28929899,74205190935
(주)더에이치큐,192410,12-21,2565,28929899,74205190935
(주)덕산테코피아,317330,12-21,30850,18377428,5.66944E+11
(주)덕산테코피아,317330,12-21,30850,18377428,5.66944E+11
(주)덕신하우징,90410,12-21,2440,46084095,1.12445E+11
(주)덕신하우징,90410,12-21,2440,0,0
(주)덕신하우징,90410,12-21,2440,46084095,1.12445E+11
(주)데이타솔루션,263800,12-21,6420,16110580,1.0343E+11
(주)데이타솔루션,263800,12-21,6420,16110580,1.0343E+11
(주)덱스터스튜디오,206560,12-21,29600,0,0
(주)덱스터스튜디오,206560,12-21,29600,25400836,7.51865E+11
(주)덱스터스튜디오,206560,12-21,29600,25400836,7.51865E+11
(주)덴티스,261200,12-21,8900,14757890,1.31345E+11
(주)덴티스,261200,12-21,8900,14757890,1.31345E+11
(주)동구바이오제약,6620,12-21,8220,28464992,2.33982E+11
(주)동구바이오제약,6620,12-21,8220,0,0
(주)동구바이오제약,6620,12-21,8220,28464992,2.33982E+11
(주)동국알앤에스,75970,12-21,4365,18400000,80316000000
(주)동국알앤에스,75970,12-21,4365,18400000,80316000000
(주)동국에스엔씨,100130,12-21,5350,57143000,3.05715E+11
(주)동국에스엔씨,100130,12-21,5350,57143000,3.05715E+11
(주)동방선기,99410,12-21,3235,13541002,43805141470
(주)동방선기,99410,12-21,3235,13541002,43805141470
(주)동성화인텍,33500,12-21,11500,29005064,3.33558E+11
(주)동성화인텍,33500,12-21,11500,29005064,3.33558E+11
(주)동아엘텍,88130,12-21,10350,0,0
(주)동아엘텍,88130,12-21,10350,10662938,1.10361E+11
(주)동아엘텍,88130,12-21,10350,10662938,1.10361E+11
(주)동양에스텍,60380,12-21,3490,0,0
(주)동양에스텍,60380,12-21,3490,19700000,68753000000
(주)동양에스텍,60380,12-21,3490,19700000,68753000000
(주)동우팜투테이블,88910,12-21,3080,25831764,79561833120
(주)동우팜투테이블,88910,12-21,3080,25831764,79561833120
(주)동운아나텍,94170,12-21,8790,17577506,1.54506E+11
(주)동운아나텍,94170,12-21,8790,17577506,1.54506E+11
(주)동운아나텍,94170,12-21,8790,0,0
(주)동원개발,13120,12-21,5340,90808100,4.84915E+11
(주)동원개발,13120,12-21,5340,90808100,4.84915E+11
(주)동일기연,32960,12-21,14650,3503285,51323125250
(주)동일기연,32960,12-21,14650,3503285,51323125250
(주)동진쎄미켐,5290,12-21,51000,51414494,2.62214E+12
(주)동진쎄미켐,5290,12-21,51000,51414494,2.62214E+12
(주)두산테스나,131970,12-21,49950,2320672,1.15918E+11
(주)두산테스나,131970,12-21,49950,17080249,8.53158E+11
(주)두산테스나,131970,12-21,49950,14759577,7.37241E+11
(주)듀오백,73190,12-21,2830,11968040,33869553200
(주)듀오백,73190,12-21,2830,11968040,33869553200
(주)드래곤플라이,30350,12-21,3680,36378495,1.33873E+11
(주)드래곤플라이,30350,12-21,3680,0,0
(주)드래곤플라이,30350,12-21,3680,36378495,1.33873E+11
(주)드림시큐리티,203650,12-21,4285,50605754,2.16846E+11
(주)드림시큐리티,203650,12-21,4285,50605754,2.16846E+11
(주)드림씨아이에스,223250,12-21,12950,5659054,73284749300
(주)드림씨아이에스,223250,12-21,12950,5659054,73284749300
(주)드림씨아이에스,223250,12-21,12950,0,0
(주)드림어스컴퍼니,60570,12-21,5880,56859847,3.34336E+11
(주)드림어스컴퍼니,60570,12-21,5880,69995520,4.11574E+11
(주)드림어스컴퍼니,60570,12-21,5880,13135673,77237757240
(주)디딤,217620,12-21,1180,41651732,49149043760
(주)디딤,217620,12-21,1180,41651732,49149043760
(주)디모아,16670,12-21,973,100258024,97551057352
(주)디모아,16670,12-21,973,100258024,97551057352
(주)디바이스이엔지,187870,12-21,30200,0,0
(주)디바이스이엔지,187870,12-21,30200,7036609,2.12506E+11
(주)디바이스이엔지,187870,12-21,30200,7036609,2.12506E+11
(주)디스플레이테크,66670,12-21,8900,18691918,1.66358E+11
(주)디스플레이테크,66670,12-21,8900,18691918,1.66358E+11
(주)디아크,78590,12-21,2380,83006958,1.97557E+11
(주)디아크,78590,12-21,2380,83006958,1.97557E+11
(주)디알젬,263690,12-21,12000,0,0
(주)디알젬,263690,12-21,12000,11325610,1.35907E+11
(주)디알젬,263690,12-21,12000,11325610,1.35907E+11
(주)디알텍,214680,12-21,1750,0,0
(주)디알텍,214680,12-21,1750,56624589,99093030750
(주)디알텍,214680,12-21,1750,56624589,99093030750
(주)디앤씨미디어,263720,12-21,41350,12275111,5.07576E+11
(주)디앤씨미디어,263720,12-21,41350,12275111,5.07576E+11
(주)디어유,376300,12-21,81900,21977166,1.79993E+12
(주)디어유,376300,12-21,81900,21977166,1.79993E+12
(주)디에스앤엘,141020,12-21,108,16802132,1814630256
(주)디에스앤엘,141020,12-21,108,0,0
(주)디에스앤엘,141020,12-21,108,16802132,1814630256
(주)디에스케이,109740,12-21,7390,27024910,1.99714E+11
(주)디에스케이,109740,12-21,7390,27024910,1.99714E+11
(주)디에이테크놀로지,196490,12-21,7210,24054914,1.73436E+11
(주)디에이테크놀로지,196490,12-21,7210,0,0
(주)디에이테크놀로지,196490,12-21,7210,24054914,1.73436E+11
(주)디에이피,66900,12-21,4180,22744503,95072022540
(주)디에이피,66900,12-21,4180,22744503,95072022540
(주)디엔에이링크,127120,12-21,4725,16393692,77460194700
(주)디엔에이링크,127120,12-21,4725,16393692,77460194700
(주)디엔에이링크,127120,12-21,4725,0,0
(주)디엔에프,92070,12-21,22850,11571858,2.64417E+11
(주)디엔에프,92070,12-21,22850,0,0
(주)디엔에프,92070,12-21,22850,11571858,2.64417E+11
(주)디엠에스,68790,12-21,6760,24573061,1.66114E+11
(주)디엠에스,68790,12-21,6760,24573061,1.66114E+11
(주)디오,39840,12-21,37350,15774309,5.8917E+11
(주)디오,39840,12-21,37350,15774309,5.8917E+11
(주)디와이디,219550,12-21,2535,15965572,40472725020
(주)디와이디,219550,12-21,2535,15965572,40472725020
(주)디이엔티,79810,12-21,4625,15507895,71724014375
(주)디이엔티,79810,12-21,4625,1641332,7591160500
(주)디이엔티,79810,12-21,4625,13866563,64132853875
(주)디지아이,43360,12-21,3110,9000000,27990000000
(주)디지아이,43360,12-21,3110,9000000,27990000000
(주)디지캡,197140,12-21,4505,9102523,41006866115
(주)디지캡,197140,12-21,4505,9102523,41006866115
(주)디지털대성,68930,12-21,9170,29746739,2.72778E+11
(주)디지털대성,68930,12-21,9170,29746739,2.72778E+11
(주)디지틀조선일보,33130,12-21,3000,37115267,1.11346E+11
(주)디지틀조선일보,33130,12-21,3000,37115267,1.11346E+11
(주)디케이앤디,263020,12-21,4550,15526404,70645138200
(주)디케이앤디,263020,12-21,4550,15526404,70645138200
(주)디케이티,290550,12-21,15950,16462666,2.6258E+11
(주)디케이티,290550,12-21,15950,0,0
(주)디케이티,290550,12-21,15950,16462666,2.6258E+11
(주)디티앤씨,187220,12-21,6990,11283291,78870204090
(주)디티앤씨,187220,12-21,6990,11283291,78870204090
(주)디티앤씨,187220,12-21,6990,0,0
(주)딜리,131180,12-21,2090,0,0
(주)딜리,131180,12-21,2090,29350000,61341500000
(주)딜리,131180,12-21,2090,29350000,61341500000
(주)딥노이드,315640,12-21,18300,9277746,1.69783E+11
(주)딥노이드,315640,12-21,18300,9364394,1.71368E+11
(주)딥노이드,315640,12-21,18300,86648,1585658400
(주)라닉스,317120,12-21,11350,9658500,1.09624E+11
(주)라닉스,317120,12-21,11350,0,0
(주)라닉스,317120,12-21,11350,9658500,1.09624E+11
(주)라온테크,232680,12-21,39550,4935705,1.95207E+11
(주)라온테크,232680,12-21,39550,0,0
(주)라온테크,232680,12-21,39550,4935705,1.95207E+11
(주)라이온켐텍,171120,12-21,8310,18893576,1.57006E+11
(주)라이온켐텍,171120,12-21,8310,18893576,1.57006E+11
(주)라이트론,69540,12-21,4630,26061956,1.20667E+11
(주)라이트론,69540,12-21,4630,26061956,1.20667E+11
(주)라이프시맨틱스,347700,12-21,9580,10119770,96947396600
(주)라이프시맨틱스,347700,12-21,9580,0,0
(주)라이프시맨틱스,347700,12-21,9580,10119770,96947396600
(주)라파스,214260,12-21,44550,8594416,3.82881E+11
(주)라파스,214260,12-21,44550,8594416,3.82881E+11
(주)라파스,214260,12-21,44550,0,0
(주)래몽래인,200350,12-21,24000,6248519,1.49964E+11
(주)래몽래인,200350,12-21,24000,6248519,1.49964E+11
(주)래몽래인,200350,12-21,24000,0,0
(주)랩지노믹스,84650,12-21,25000,11450097,2.86252E+11
(주)랩지노믹스,84650,12-21,25000,0,0
(주)랩지노믹스,84650,12-21,25000,11450097,2.86252E+11
(주)러셀,217500,12-21,4670,31812000,1.48562E+11
(주)러셀,217500,12-21,4670,31812000,1.48562E+11
(주)레고켐바이오사이언스,141080,12-21,55800,24234918,1.35231E+12
(주)레고켐바이오사이언스,141080,12-21,55800,3013180,1.68135E+11
(주)레고켐바이오사이언스,141080,12-21,55800,27248098,1.52044E+12
(주)레드로버,60300,12-21,1830,26688071,48839169930
(주)레드로버,60300,12-21,1830,26688071,48839169930
(주)레드캡투어,38390,12-21,20800,8589480,1.78661E+11
(주)레드캡투어,38390,12-21,20800,8589480,1.78661E+11
(주)레몬,294140,12-21,5550,37000000,2.0535E+11
(주)레몬,294140,12-21,5550,37000000,2.0535E+11
(주)레몬,294140,12-21,5550,0,0
(주)레이,228670,12-21,28350,1121366,31790726100
(주)레이,228670,12-21,28350,13306534,3.7724E+11
(주)레이,228670,12-21,28350,14427900,4.09031E+11
(주)레이언스,228850,12-21,12250,0,0
(주)레이언스,228850,12-21,12250,16591014,2.0324E+11
(주)레이언스,228850,12-21,12250,16591014,2.0324E+11
(주)레이크머티리얼즈,281740,12-21,5460,65730548,3.58889E+11
(주)레이크머티리얼즈,281740,12-21,5460,65730548,3.58889E+11
(주)레인보우로보틱스,277810,12-21,27150,16135214,4.38071E+11
(주)레인보우로보틱스,277810,12-21,27150,398904,10830243600
(주)레인보우로보틱스,277810,12-21,27150,16534118,4.48901E+11
(주)로보로보,215100,12-21,6010,20348454,1.22294E+11
(주)로보로보,215100,12-21,6010,20348454,1.22294E+11
(주)로보스타,90360,12-21,26550,0,0
(주)로보스타,90360,12-21,26550,9750000,2.58863E+11
(주)로보스타,90360,12-21,26550,9750000,2.58863E+11
(주)로보티즈,108490,12-21,24700,11358568,2.80557E+11
(주)로보티즈,108490,12-21,24700,11358568,2.80557E+11
(주)로보티즈,108490,12-21,24700,0,0
(주)로지시스,67730,12-21,6500,9673922,62880493000
(주)로지시스,67730,12-21,6500,9673922,62880493000
(주)루멘스,38060,12-21,1210,48103069,58204713490
(주)루멘스,38060,12-21,1210,48103069,58204713490
(주)루트로닉,85370,12-21,19350,302569,5854710150
(주)루트로닉,85370,12-21,19350,26228945,5.0753E+11
(주)루트로닉,85370,12-21,19350,26531514,5.13385E+11
(주)룽투코리아,60240,12-21,8600,25429284,2.18692E+11
(주)룽투코리아,60240,12-21,8600,25429284,2.18692E+11
(주)리노스,39980,12-21,1155,43576286,50330610330
(주)리노스,39980,12-21,1155,43576286,50330610330
(주)리더스코스메틱,16100,12-21,3470,19100894,66280102180
(주)리더스코스메틱,16100,12-21,3470,19100894,66280102180
(주)리드,197210,2021,,,0
(주)리드코프,12700,12-21,8810,26446135,2.3299E+11
(주)리드코프,12700,12-21,8810,26446135,2.3299E+11
(주)리메드,302550,12-21,26550,6127616,1.62688E+11
(주)리메드,302550,12-21,26550,0,0
(주)리메드,302550,12-21,26550,6127616,1.62688E+11
(주)리파인,377450,12-21,14350,17330000,2.48686E+11
(주)리파인,377450,12-21,14350,17330000,2.48686E+11
(주)링네트,42500,12-21,6690,15356878,1.02738E+11
(주)링네트,42500,12-21,6690,15356878,1.02738E+11
(주)링크제니시스,219420,12-21,8640,11469507,99096540480
(주)링크제니시스,219420,12-21,8640,11469507,99096540480
(주)마니커에프앤지,195500,12-21,5100,15768000,80416800000
(주)마니커에프앤지,195500,12-21,5100,0,0
(주)마니커에프앤지,195500,12-21,5100,15768000,80416800000
(주)마이더스AI,222810,12-21,371,155417542,57659908082
(주)마이더스AI,222810,12-21,371,155417542,57659908082
(주)마이크로디지탈,305090,12-21,20700,347085,7184659500
(주)마이크로디지탈,305090,12-21,20700,7608685,1.575E+11
(주)마이크로디지탈,305090,12-21,20700,7261600,1.50315E+11
(주)마이크로컨텍솔루션,98120,12-21,14100,8312766,1.1721E+11
(주)마이크로컨텍솔루션,98120,12-21,14100,8312766,1.1721E+11
(주)마이크로프랜드,147760,12-21,8920,0,0
(주)마이크로프랜드,147760,12-21,8920,10819866,96513204720
(주)마이크로프랜드,147760,12-21,8920,10819866,96513204720
(주)마인즈랩,377480,12-21,31250,6044583,1.88893E+11
(주)마인즈랩,377480,12-21,31250,6044583,1.88893E+11
(주)마크로밀엠브레인,169330,6-21,8900,8968459,79819285100
(주)마크로밀엠브레인,169330,6-21,8900,8968459,79819285100
(주)마크로젠,38290,12-21,29500,10841400,3.19821E+11
(주)마크로젠,38290,12-21,29500,10841400,3.19821E+11
(주)매직마이크로,127160,2021,,,0
(주)매커스,93520,12-21,8030,16163092,1.2979E+11
(주)매커스,93520,12-21,8030,16163092,1.2979E+11
(주)맥스트,377030,12-21,68300,8542491,5.83452E+11
(주)맥스트,377030,12-21,68300,8542491,5.83452E+11
(주)머큐리,100590,12-21,8530,0,0
(주)머큐리,100590,12-21,8530,14801729,1.26259E+11
(주)머큐리,100590,12-21,8530,14801729,1.26259E+11
(주)멀티캠퍼스,67280,12-21,46200,0,0
(주)멀티캠퍼스,67280,12-21,46200,5926779,2.73817E+11
(주)멀티캠퍼스,67280,12-21,46200,5926779,2.73817E+11
(주)메드팩토,235980,12-21,58600,20844930,1.22151E+12
(주)메드팩토,235980,12-21,58600,20516342,1.20226E+12
