회사명,거래소코드,회계년도,종가(원),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),시총
(주)이크레더블,92130,12-21,19700,12043600,2.37259E+11
(주)이크레더블,92130,12-21,19700,12043600,2.37259E+11
(주)이퓨쳐,134060,12-21,8330,4769250,39727852500
(주)이퓨쳐,134060,12-21,8330,4769250,39727852500
(주)인바디,41830,12-21,23150,13683782,3.1678E+11
(주)인바디,41830,12-21,23150,13683782,3.1678E+11
(주)인산가,277410,12-21,2120,32087098,68024647760
(주)인산가,277410,12-21,2120,32087098,68024647760
(주)인산가,277410,12-21,2120,0,0
(주)인성정보,33230,12-21,2950,39215380,1.15685E+11
(주)인성정보,33230,12-21,2950,39215380,1.15685E+11
(주)인지디스플레이,37330,12-21,3005,43885224,1.31875E+11
(주)인지디스플레이,37330,12-21,3005,0,0
(주)인지디스플레이,37330,12-21,3005,43885224,1.31875E+11
(주)인콘,83640,12-21,1700,44658769,75919907300
(주)인콘,83640,12-21,1700,44658769,75919907300
(주)인터로조,119610,12-21,27400,0,0
(주)인터로조,119610,12-21,27400,12967147,3.553E+11
(주)인터로조,119610,12-21,27400,12967147,3.553E+11
(주)인터엠,17250,9-21,1415,21045467,29779335805
(주)인터엠,17250,9-21,1415,21045467,29779335805
(주)인터플렉스,51370,12-21,17000,23327472,3.96567E+11
(주)인터플렉스,51370,12-21,17000,23327472,3.96567E+11
(주)인텍플러스,64290,12-21,32450,12697962,4.12049E+11
(주)인텍플러스,64290,12-21,32450,0,0
(주)인텍플러스,64290,12-21,32450,12697962,4.12049E+11
(주)인텔리안테크놀로지스,189300,12-21,92000,9183669,8.44898E+11
(주)인텔리안테크놀로지스,189300,12-21,92000,0,0
(주)인텔리안테크놀로지스,189300,12-21,92000,9183669,8.44898E+11
(주)인트로메딕,150840,12-21,6570,38234020,2.51198E+11
(주)인트로메딕,150840,12-21,6570,0,0
(주)인트로메딕,150840,12-21,6570,38234020,2.51198E+11
(주)인트론바이오테크놀로지,48530,12-21,21050,0,0
(주)인트론바이오테크놀로지,48530,12-21,21050,33795362,7.11392E+11
(주)인트론바이오테크놀로지,48530,12-21,21050,33795362,7.11392E+11
(주)인포마크,175140,12-21,8550,6407831,54786955050
(주)인포마크,175140,12-21,8550,6407831,54786955050
(주)인포바인,115310,12-21,23950,3192883,76469547850
(주)인포바인,115310,12-21,23950,3192883,76469547850
(주)인피니트헬스케어,71200,12-21,7170,24396458,1.74923E+11
(주)인피니트헬스케어,71200,12-21,7170,24396458,1.74923E+11
(주)일승,333430,12-21,2630,30726747,80811344610
(주)일승,333430,12-21,2630,30726747,80811344610
(주)일신바이오베이스,68330,12-21,4465,0,0
(주)일신바이오베이스,68330,12-21,4465,44216140,1.97425E+11
(주)일신바이오베이스,68330,12-21,4465,44216140,1.97425E+11
(주)일야,58450,12-21,685,33370000,22858450000
(주)일야,58450,12-21,685,33370000,22858450000
(주)일지테크,19540,12-21,3345,13513500,45202657500
(주)일지테크,19540,12-21,3345,13513500,45202657500
(주)일진파워,94820,12-21,17750,15078709,2.67647E+11
(주)일진파워,94820,12-21,17750,15078709,2.67647E+11
(주)잉크테크,49550,12-21,7890,19606277,1.54694E+11
(주)잉크테크,49550,12-21,7890,19606277,1.54694E+11
(주)자비스,254120,12-21,2235,22182217,49577254995
(주)자비스,254120,12-21,2235,22182217,49577254995
(주)자연과환경,43910,12-21,1385,61793968,85584645680
(주)자연과환경,43910,12-21,1385,61793968,85584645680
(주)자이언트스텝,289220,12-21,70000,21834054,1.52838E+12
(주)자이언트스텝,289220,12-21,70000,0,0
(주)자이언트스텝,289220,12-21,70000,21834054,1.52838E+12
(주)장원테크,174880,12-21,2830,19129453,54136351990
(주)장원테크,174880,12-21,2830,19129453,54136351990
(주)정다운,208140,12-21,2945,32684246,96255104470
(주)정다운,208140,12-21,2945,32684246,96255104470
(주)정상제이엘에스,40420,12-21,7270,15677552,1.13976E+11
(주)정상제이엘에스,40420,12-21,7270,15677552,1.13976E+11
(주)정원엔시스,45510,12-21,2485,32209292,80040090620
(주)정원엔시스,45510,12-21,2485,32209292,80040090620
(주)제넥신,95700,12-21,58300,25029132,1.4592E+12
(주)제넥신,95700,12-21,58300,25029132,1.4592E+12
(주)제넥신,95700,12-21,58300,0,0
(주)제넨바이오,72520,12-21,823,209192843,1.72166E+11
(주)제넨바이오,72520,12-21,823,209192843,1.72166E+11
(주)제노레이,122310,12-21,9900,14553844,1.44083E+11
(주)제노레이,122310,12-21,9900,0,0
(주)제노레이,122310,12-21,9900,14553844,1.44083E+11
(주)제노코,361390,12-21,29200,0,0
(주)제노코,361390,12-21,29200,7500789,2.19023E+11
(주)제노코,361390,12-21,29200,7500789,2.19023E+11
(주)제노포커스,187420,12-21,8170,22499010,1.83817E+11
(주)제노포커스,187420,12-21,8170,0,0
(주)제노포커스,187420,12-21,8170,22499010,1.83817E+11
(주)제놀루션,225220,12-21,15800,9567180,1.51161E+11
(주)제놀루션,225220,12-21,15800,0,0
(주)제놀루션,225220,12-21,15800,9567180,1.51161E+11
(주)제닉,123330,12-21,6180,7000000,43260000000
(주)제닉,123330,12-21,6180,7000000,43260000000
(주)제닉,123330,12-21,6180,0,0
(주)제로투세븐,159580,12-21,10950,20032636,2.19357E+11
(주)제로투세븐,159580,12-21,10950,20032636,2.19357E+11
(주)제우스,79370,12-21,23450,10384000,2.43505E+11
(주)제우스,79370,12-21,23450,10384000,2.43505E+11
(주)제우스,79370,12-21,23450,0,0
(주)제이브이엠,54950,12-21,13950,12089892,1.68654E+11
(주)제이브이엠,54950,12-21,13950,12089892,1.68654E+11
(주)제이스텍,90470,12-21,6490,14597808,94739773920
(주)제이스텍,90470,12-21,6490,14597808,94739773920
(주)제이시스메디칼,287410,12-21,7770,71299472,5.53997E+11
(주)제이시스메디칼,287410,12-21,7770,0,0
(주)제이시스메디칼,287410,12-21,7770,71299472,5.53997E+11
(주)제이앤티씨,204270,12-21,7570,0,0
(주)제이앤티씨,204270,12-21,7570,57848466,4.37913E+11
(주)제이앤티씨,204270,12-21,7570,57848466,4.37913E+11
(주)제이에스티나,26040,12-21,3425,16503790,56525480750
(주)제이에스티나,26040,12-21,3425,16503790,56525480750
(주)제이엘케이,322510,12-21,7630,15160989,1.15678E+11
(주)제이엘케이,322510,12-21,7630,0,0
(주)제이엘케이,322510,12-21,7630,15160989,1.15678E+11
(주)제이와이피엔터테인먼트,35900,12-21,50700,35497492,1.79972E+12
(주)제이와이피엔터테인먼트,35900,12-21,50700,35497492,1.79972E+12
(주)제이웨이,58420,12-21,2160,3610839,7799412240
(주)제이웨이,58420,12-21,2160,3949764,8531490240
(주)제이웨이,58420,12-21,2160,338925,732078000
(주)제이티,89790,12-21,10600,10315513,1.09344E+11
(주)제이티,89790,12-21,10600,10315513,1.09344E+11
(주)제이티씨,950170,2-21,5100,35005517,1.78528E+11
(주)제이티씨,950170,2-21,5100,35005517,1.78528E+11
(주)제일바이오,52670,12-21,3225,29129064,93941231400
(주)제일바이오,52670,12-21,3225,29129064,93941231400
(주)제일테크노스,38010,12-21,6510,9000000,58590000000
(주)제일테크노스,38010,12-21,6510,9000000,58590000000
(주)제주반도체,80220,12-21,6500,34442833,2.23878E+11
(주)제주반도체,80220,12-21,6500,34442833,2.23878E+11
(주)제테마,216080,12-21,20450,17765959,3.63314E+11
(주)제테마,216080,12-21,20450,17765959,3.63314E+11
(주)젠큐릭스,229000,12-21,17900,6965660,1.24685E+11
(주)젠큐릭스,229000,12-21,17900,6558421,1.17396E+11
(주)젠큐릭스,229000,12-21,17900,407239,7289578100
(주)젬백스&카엘,82270,12-21,17500,39812863,6.96725E+11
(주)젬백스&카엘,82270,12-21,17500,39812863,6.96725E+11
(주)젬백스링크,64800,12-21,1710,83178127,1.42235E+11
(주)젬백스링크,64800,12-21,1710,83178127,1.42235E+11
(주)조이시티,67000,12-21,10250,45546679,4.66853E+11
(주)조이시티,67000,12-21,10250,45546679,4.66853E+11
(주)좋은사람들,33340,12-21,1055,49908224,52653176320
(주)좋은사람들,33340,12-21,1055,49908224,52653176320
(주)중앙디앤엠,51980,12-21,1435,103995690,1.49234E+11
(주)중앙디앤엠,51980,12-21,1435,103995690,1.49234E+11
(주)중앙백신연구소,72020,12-21,15000,9960000,1.494E+11
(주)중앙백신연구소,72020,12-21,15000,9960000,1.494E+11
(주)중앙에너비스,440,12-21,17550,6227130,1.09286E+11
(주)중앙에너비스,440,12-21,17550,6227130,1.09286E+11
(주)지노믹트리,228760,12-21,13300,20327512,2.70356E+11
(주)지노믹트리,228760,12-21,13300,775192,10310053600
(주)지노믹트리,228760,12-21,13300,21102704,2.80666E+11
(주)지놈앤컴퍼니,314130,12-21,34700,0,0
(주)지놈앤컴퍼니,314130,12-21,34700,14066271,4.881E+11
(주)지놈앤컴퍼니,314130,12-21,34700,14066271,4.881E+11
(주)지니뮤직,43610,12-21,5640,58115438,3.27771E+11
(주)지니뮤직,43610,12-21,5640,58115438,3.27771E+11
(주)지니틱스,303030,12-21,3220,35745668,1.15101E+11
(주)지니틱스,303030,12-21,3220,35745668,1.15101E+11
(주)지란지교시큐리티,208350,12-21,5930,372439,2208563270
(주)지란지교시큐리티,208350,12-21,5930,8678980,51466351400
(주)지란지교시큐리티,208350,12-21,5930,8306541,49257788130
(주)지씨셀,144510,12-21,101700,15800344,1.60689E+12
(주)지씨셀,144510,12-21,101700,15800344,1.60689E+12
(주)지아이텍,382480,12-21,23050,7871428,1.81436E+11
(주)지아이텍,382480,12-21,23050,7871428,1.81436E+11
(주)지앤비에스엔지니어링,382800,12-21,20050,7164618,1.43651E+11
(주)지앤비에스엔지니어링,382800,12-21,20050,0,0
(주)지앤비에스엔지니어링,382800,12-21,20050,7164618,1.43651E+11
(주)지어소프트,51160,12-21,19000,14574555,2.76917E+11
(주)지어소프트,51160,12-21,19000,14574555,2.76917E+11
(주)지에스이,53050,12-21,3055,29987597,91612108835
(주)지에스이,53050,12-21,3055,29987597,91612108835
(주)지에스이,53050,12-21,3055,0,0
(주)지엔씨에너지,119850,12-21,4825,16448909,79365985925
(주)지엔씨에너지,119850,12-21,4825,0,0
(주)지엔씨에너지,119850,12-21,4825,16448909,79365985925
(주)지엔코,65060,12-21,688,98008044,67429534272
(주)지엔코,65060,12-21,688,98008044,67429534272
(주)지오엘리먼트,311320,12-21,37100,6193410,2.29776E+11
(주)지오엘리먼트,311320,12-21,37100,6193410,2.29776E+11
(주)지티지웰니스,219750,12-21,2100,17440788,36625654800
(주)지티지웰니스,219750,12-21,2100,17440788,36625654800
(주)진로발효,18120,12-21,30650,6621120,2.02937E+11
(주)진로발효,18120,12-21,30650,6621120,2.02937E+11
(주)진매트릭스,109820,12-21,9780,20393640,1.9945E+11
(주)진매트릭스,109820,12-21,9780,20393640,1.9945E+11
(주)진바이오텍,86060,12-21,5240,8610587,45119475880
(주)진바이오텍,86060,12-21,5240,8610587,45119475880
(주)진성티이씨,36890,12-21,10350,22482268,2.32691E+11
(주)진성티이씨,36890,12-21,10350,22482268,2.32691E+11
(주)진시스템,363250,12-21,11450,6879180,78766611000
(주)진시스템,363250,12-21,11450,6879180,78766611000
(주)진시스템,363250,12-21,11450,0,0
(주)차바이오텍,85660,12-21,19950,56260532,1.1224E+12
(주)차바이오텍,85660,12-21,19950,56260532,1.1224E+12
(주)차백신연구소,261780,12-21,11100,26429162,2.93364E+11
(주)차백신연구소,261780,12-21,11100,0,0
(주)차백신연구소,261780,12-21,11100,26429162,2.93364E+11
(주)창해에탄올,4650,12-21,13200,9190885,1.2132E+11
(주)창해에탄올,4650,12-21,13200,9190885,1.2132E+11
(주)천보,278280,12-21,348600,10000000,3.486E+12
(주)천보,278280,12-21,348600,10000000,3.486E+12
(주)천보,278280,12-21,348600,0,0
(주)청담글로벌,362320,12-21,,,0
(주)체리부로,66360,12-21,1465,0,0
(주)체리부로,66360,12-21,1465,46872374,68668027910
(주)체리부로,66360,12-21,1465,46872374,68668027910
(주)초록뱀미디어,47820,12-21,3100,6999534,21698555400
(주)초록뱀미디어,47820,12-21,3100,222043395,6.88335E+11
(주)초록뱀미디어,47820,12-21,3100,215043861,6.66636E+11
(주)초록뱀컴퍼니,52300,12-21,1330,10914192,14515875360
(주)초록뱀컴퍼니,52300,12-21,1330,101021853,1.34359E+11
(주)초록뱀컴퍼니,52300,12-21,1330,90107661,1.19843E+11
(주)칩스앤미디어,94360,12-21,23700,0,0
(주)칩스앤미디어,94360,12-21,23700,9640315,2.28475E+11
(주)칩스앤미디어,94360,12-21,23700,9640315,2.28475E+11
(주)카스,16920,12-21,5160,25219116,1.30131E+11
(주)카스,16920,12-21,5160,25219116,1.30131E+11
(주)카이노스메드,284620,12-21,2540,110289803,2.80136E+11
(주)카이노스메드,284620,12-21,2540,110289803,2.80136E+11
(주)카카오게임즈,293490,12-21,91000,0,0
(주)카카오게임즈,293490,12-21,91000,77454169,7.04833E+12
(주)카카오게임즈,293490,12-21,91000,77454169,7.04833E+12
(주)캐리소프트,317530,12-21,13300,6951196,92450906800
(주)캐리소프트,317530,12-21,13300,6951196,92450906800
(주)캐스텍코리아,71850,12-21,3250,16569188,53849861000
(주)캐스텍코리아,71850,12-21,3250,16569188,53849861000
(주)캐스텍코리아,71850,12-21,3250,0,0
(주)캠시스,50110,12-21,1865,73824118,1.37682E+11
(주)캠시스,50110,12-21,1865,73824118,1.37682E+11
(주)컴투스,78340,12-21,158200,12866420,2.03547E+12
(주)컴투스,78340,12-21,158200,0,0
(주)컴투스,78340,12-21,158200,12866420,2.03547E+12
(주)컴투스홀딩스,63080,12-21,237500,6595192,1.56636E+12
(주)컴투스홀딩스,63080,12-21,237500,6595192,1.56636E+12
(주)케스피온,79190,12-21,1495,31784197,47517374515
(주)케스피온,79190,12-21,1495,31784197,47517374515
(주)케어랩스,263700,12-21,10000,17236032,1.7236E+11
(주)케어랩스,263700,12-21,10000,17236032,1.7236E+11
(주)케어젠,214370,12-21,66500,10743000,7.1441E+11
(주)케어젠,214370,12-21,66500,10743000,7.1441E+11
(주)케이비지,318000,12-21,8630,0,0
(주)케이비지,318000,12-21,8630,8176825,70565999750
(주)케이비지,318000,12-21,8630,8176825,70565999750
(주)케이사인,192250,12-21,2455,70671257,1.73498E+11
(주)케이사인,192250,12-21,2455,70671257,1.73498E+11
(주)케이씨씨건설,21320,12-21,8190,21400000,1.75266E+11
(주)케이씨씨건설,21320,12-21,8190,21400000,1.75266E+11
(주)케이씨아이,36670,12-21,9180,11270000,1.03459E+11
(주)케이씨아이,36670,12-21,9180,11270000,1.03459E+11
(주)케이씨아이,36670,12-21,9180,0,0
(주)케이씨에스,115500,12-21,6900,12000000,82800000000
(주)케이씨에스,115500,12-21,6900,12000000,82800000000
(주)케이씨티,89150,12-21,6270,17150000,1.07531E+11
(주)케이씨티,89150,12-21,6270,17150000,1.07531E+11
(주)케이씨피드,25880,12-21,3285,16715858,54911593530
(주)케이씨피드,25880,12-21,3285,16715858,54911593530
(주)케이아이엔엑스,93320,12-21,49950,4880000,2.43756E+11
(주)케이아이엔엑스,93320,12-21,49950,4880000,2.43756E+11
(주)케이에스피,73010,12-21,1890,36192257,68403365730
(주)케이에스피,73010,12-21,1890,36192257,68403365730
(주)케이에이치바텍,60720,12-21,26700,23677442,6.32188E+11
(주)케이에이치바텍,60720,12-21,26700,23677442,6.32188E+11
(주)케이엔더블유,105330,12-21,15500,12135382,1.88098E+11
(주)케이엔더블유,105330,12-21,15500,12135382,1.88098E+11
(주)케이엔엔,58400,12-21,1385,132429720,1.83415E+11
(주)케이엔엔,58400,12-21,1385,132429720,1.83415E+11
(주)케이엔제이,272110,12-21,17150,0,0
(주)케이엔제이,272110,12-21,17150,7925395,1.35921E+11
(주)케이엔제이,272110,12-21,17150,7925395,1.35921E+11
(주)케이엘넷,39420,12-21,3835,24154730,92633389550
(주)케이엘넷,39420,12-21,3835,24154730,92633389550
(주)케이엠,83550,12-21,8350,10755114,89805201900
(주)케이엠,83550,12-21,8350,10755114,89805201900
(주)케이엠더블유,32500,12-21,41150,39820883,1.63863E+12
(주)케이엠더블유,32500,12-21,41150,39820883,1.63863E+12
(주)케이엠에이치,122450,12-21,8110,45335964,3.67675E+11
(주)케이엠에이치,122450,12-21,8110,45335964,3.67675E+11
(주)케이엠에이치하이텍,52900,12-21,1820,51628046,93963043720
(주)케이엠에이치하이텍,52900,12-21,1820,51628046,93963043720
(주)케이옥션,102370,12-21,,0,0
(주)케이옥션,102370,12-21,,7581420,0
(주)케이옥션,102370,12-21,,7581420,0
(주)케이지모빌리언스,46440,12-21,12200,38825568,4.73672E+11
(주)케이지모빌리언스,46440,12-21,12200,38825568,4.73672E+11
(주)케이지이니시스,35600,12-21,19000,27904434,5.30184E+11
(주)케이지이니시스,35600,12-21,19000,27904434,5.30184E+11
(주)케이티서브마린,60370,12-21,5400,21900000,1.1826E+11
(주)케이티서브마린,60370,12-21,5400,21900000,1.1826E+11
(주)케이티알파,36030,12-21,7260,49019283,3.5588E+11
(주)케이티알파,36030,12-21,7260,49019283,3.5588E+11
(주)케이프,64820,12-21,4710,30901728,1.45547E+11
(주)케이프,64820,12-21,4710,30901728,1.45547E+11
(주)케이피에스,256940,12-21,13100,0,0
(주)케이피에스,256940,12-21,13100,18535991,2.42821E+11
(주)케이피에스,256940,12-21,13100,18535991,2.42821E+11
(주)케이피에프,24880,12-21,4965,17718250,87971111250
(주)케이피에프,24880,12-21,4965,17718250,87971111250
(주)케이피엠테크,42040,12-21,1090,145677729,1.58789E+11
(주)케이피엠테크,42040,12-21,1090,145677729,1.58789E+11
(주)케이피티유,54410,12-21,6330,5060000,32029800000
(주)케이피티유,54410,12-21,6330,5060000,32029800000
(주)케일럼,258610,12-21,5360,18234240,97735526400
(주)케일럼,258610,12-21,5360,18234240,97735526400
(주)케일럼,258610,12-21,5360,0,0
(주)켐온,217600,12-21,3700,63861340,2.36287E+11
(주)켐온,217600,12-21,3700,63861340,2.36287E+11
(주)켐트로닉스,89010,12-21,28800,14858157,4.27915E+11
(주)켐트로닉스,89010,12-21,28800,14858157,4.27915E+11
(주)켐트로닉스,89010,12-21,28800,0,0
(주)켐트로스,220260,12-21,12700,26558307,3.3729E+11
(주)켐트로스,220260,12-21,12700,26558307,3.3729E+11
(주)코다코,46070,12-21,1495,0,0
(주)코다코,46070,12-21,1495,39064256,58401062720
(주)코다코,46070,12-21,1495,39064256,58401062720
(주)코데즈컴바인,47770,12-21,2585,37842602,97823126170
(주)코데즈컴바인,47770,12-21,2585,37842602,97823126170
(주)코디,80530,12-21,1510,28291298,42719859980
(주)코디,80530,12-21,1510,0,0
(주)코디,80530,12-21,1510,28291298,42719859980
(주)코디엠,224060,12-21,211,273760088,57763378568
(주)코디엠,224060,12-21,211,273760088,57763378568
(주)코렌텍,104540,12-21,12100,621670,7522207000
(주)코렌텍,104540,12-21,12100,12451372,1.50662E+11
(주)코렌텍,104540,12-21,12100,11829702,1.43139E+11
(주)코리아나화장품,27050,12-21,3920,40000000,1.568E+11
(주)코리아나화장품,27050,12-21,3920,40000000,1.568E+11
(주)코리아센터,290510,12-21,6670,76200637,5.08258E+11
(주)코리아센터,290510,12-21,6670,84465099,5.63382E+11
(주)코리아센터,290510,12-21,6670,8264462,55123961540
(주)코리아에스이,101670,12-21,1430,18900000,27027000000
(주)코리아에스이,101670,12-21,1430,18900000,27027000000
(주)코맥스,36690,12-21,5540,15287331,84691813740
(주)코맥스,36690,12-21,5540,15287331,84691813740
(주)코메론,49430,12-21,11100,9048000,1.00433E+11
(주)코메론,49430,12-21,11100,9048000,1.00433E+11
(주)코미코,183300,12-21,67100,10020447,6.72372E+11
(주)코미코,183300,12-21,67100,10020447,6.72372E+11
(주)코미팜,41960,12-21,8590,64185876,5.51357E+11
(주)코미팜,41960,12-21,8590,64185876,5.51357E+11
(주)코세스,89890,12-21,15300,16584962,2.5375E+11
(주)코세스,89890,12-21,15300,16584962,2.5375E+11
(주)코센,9730,12-21,2715,10460036,28398997740
(주)코센,9730,12-21,2715,10460036,28398997740
(주)코스나인,82660,12-21,930,47952433,44595762690
(주)코스나인,82660,12-21,930,47952433,44595762690
(주)코스메카코리아,241710,12-21,12950,10680000,1.38306E+11
(주)코스메카코리아,241710,12-21,12950,10680000,1.38306E+11
(주)코스온,69110,12-21,2630,23940660,62963935800
(주)코스온,69110,12-21,2630,26360014,69326836820
(주)코스온,69110,12-21,2630,2419354,6362901020
(주)코썬바이오,204990,2021,,,0
(주)코아시아,45970,12-21,10150,26314876,2.67096E+11
(주)코아시아,45970,12-21,10150,26314876,2.67096E+11
(주)코아시아옵틱스,196450,12-21,2330,41232626,96072018580
(주)코아시아옵틱스,196450,12-21,2330,41232626,96072018580
(주)코엔텍,29960,12-21,8620,50000000,4.31E+11
(주)코엔텍,29960,12-21,8620,50000000,4.31E+11
(주)코원플레이,56000,12-21,2860,19720225,56399843500
(주)코원플레이,56000,12-21,2860,19720225,56399843500
(주)코윈테크,282880,12-21,31150,9475048,2.95148E+11
(주)코윈테크,282880,12-21,31150,9475048,2.95148E+11
(주)코이즈,121850,12-21,6620,0,0
(주)코이즈,121850,12-21,6620,16614175,1.09986E+11
(주)코이즈,121850,12-21,6620,16614175,1.09986E+11
(주)코콤,15710,12-21,6740,17530500,1.18156E+11
(주)코콤,15710,12-21,6740,17530500,1.18156E+11
(주)코텍,52330,12-21,9980,15574552,1.55434E+11
(주)코텍,52330,12-21,9980,15574552,1.55434E+11
(주)코퍼스코리아,322780,12-21,2990,35755674,1.06909E+11
(주)코퍼스코리아,322780,12-21,2990,35755674,1.06909E+11
(주)코프라,126600,12-21,10800,24738634,2.67177E+11
(주)코프라,126600,12-21,10800,24738634,2.67177E+11
(주)쿠콘,294570,12-21,72600,10091685,7.32656E+11
(주)쿠콘,294570,12-21,72600,10091685,7.32656E+11
(주)퀀타매트릭스,317690,12-21,10800,16476811,1.7795E+11
(주)퀀타매트릭스,317690,12-21,10800,16476811,1.7795E+11
(주)큐라클,365270,12-21,22650,13687468,3.10021E+11
(주)큐라클,365270,12-21,22650,13687468,3.10021E+11
(주)큐로컴,40350,12-21,1130,125973472,1.4235E+11
(주)큐로컴,40350,12-21,1130,125973472,1.4235E+11
(주)큐로홀딩스,51780,12-21,509,124422450,63331027050
(주)큐로홀딩스,51780,12-21,509,124422450,63331027050
(주)큐리언트,115180,12-21,30300,12064857,3.65565E+11
(주)큐리언트,115180,12-21,30300,3181395,96396268500
(주)큐리언트,115180,12-21,30300,8883462,2.69169E+11
(주)큐브엔터테인먼트,182360,12-21,25150,13804687,3.47188E+11
(주)큐브엔터테인먼트,182360,12-21,25150,13804687,3.47188E+11
(주)큐에스아이,66310,12-21,26050,63694,1659228700
(주)큐에스아이,66310,12-21,26050,9200665,2.39677E+11
(주)큐에스아이,66310,12-21,26050,9264359,2.41337E+11
(주)크레버스,96240,12-21,33000,7523826,2.48286E+11
(주)크레버스,96240,12-21,33000,0,0
(주)크레버스,96240,12-21,33000,7523826,2.48286E+11
(주)크리스에프앤씨,110790,12-21,44000,11715480,5.15481E+11
(주)크리스에프앤씨,110790,12-21,44000,11715480,5.15481E+11
(주)크린앤사이언스,45520,12-21,19700,0,0
(주)크린앤사이언스,45520,12-21,19700,6500000,1.2805E+11
(주)크린앤사이언스,45520,12-21,19700,6500000,1.2805E+11
(주)클라우드에어,36170,12-21,1465,56032293,82087309245
(주)클라우드에어,36170,12-21,1465,56032293,82087309245
(주)클래시스,214150,12-21,18800,64716864,1.21668E+12
(주)클래시스,214150,12-21,18800,64716864,1.21668E+12
(주)클리노믹스,352770,12-21,12950,13470141,1.74438E+11
(주)클리노믹스,352770,12-21,12950,13470141,1.74438E+11
(주)클리오,237880,12-21,18250,17453743,3.18531E+11
(주)클리오,237880,12-21,18250,17453743,3.18531E+11
(주)클리오,237880,12-21,18250,0,0
(주)키이스트,54780,12-21,12850,18127998,2.32945E+11
(주)키이스트,54780,12-21,12850,18127998,2.32945E+11
(주)타이거일렉,219130,12-21,20900,6314290,1.31969E+11
(주)타이거일렉,219130,12-21,20900,6314290,1.31969E+11
(주)탑엔지니어링,65130,12-21,8240,15976257,1.31644E+11
(주)탑엔지니어링,65130,12-21,8240,15976257,1.31644E+11
(주)탑코미디어,134580,12-21,8770,0,0
(주)탑코미디어,134580,12-21,8770,13113585,1.15006E+11
(주)탑코미디어,134580,12-21,8770,13113585,1.15006E+11
(주)태광,23160,12-21,10850,26500000,2.87525E+11
(주)태광,23160,12-21,10850,26500000,2.87525E+11
(주)태양,53620,12-21,8980,8600000,77228000000
(주)태양,53620,12-21,8980,8600000,77228000000
(주)태웅,44490,12-21,12500,20007381,2.50092E+11
(주)태웅,44490,12-21,12500,20007381,2.50092E+11
(주)태웅로직스,124560,12-21,8790,19536792,1.71728E+11
(주)태웅로직스,124560,12-21,8790,0,0
(주)태웅로직스,124560,12-21,8790,19536792,1.71728E+11
(주)테라젠이텍스,66700,12-21,6410,32474435,2.08161E+11
(주)테라젠이텍스,66700,12-21,6410,32474435,2.08161E+11
(주)테스,95610,12-21,29750,19768226,5.88105E+11
(주)테스,95610,12-21,29750,0,0
(주)테스,95610,12-21,29750,19768226,5.88105E+11
(주)테크윙,89030,12-21,22600,19388368,4.38177E+11
(주)테크윙,89030,12-21,22600,0,0
(주)테크윙,89030,12-21,22600,19388368,4.38177E+11
(주)텔레칩스,54450,12-21,17400,13505911,2.35003E+11
(주)텔레칩스,54450,12-21,17400,13505911,2.35003E+11
(주)텔레필드,91440,12-21,2650,9175875,24316068750
(주)텔레필드,91440,12-21,2650,9175875,24316068750
(주)텔콘알에프제약,200230,12-21,2925,99908869,2.92233E+11
(주)텔콘알에프제약,200230,12-21,2925,99908869,2.92233E+11
(주)토박스코리아,215480,12-21,1445,48074789,69468070105
(주)토박스코리아,215480,12-21,1445,48074789,69468070105
(주)토비스,51360,12-21,8570,16717058,1.43265E+11
(주)토비스,51360,12-21,8570,16717058,1.43265E+11
(주)토탈소프트뱅크,45340,12-21,10600,8558040,90715224000
(주)토탈소프트뱅크,45340,12-21,10600,8558040,90715224000
(주)톱텍,108230,12-21,9270,38023245,3.52475E+11
(주)톱텍,108230,12-21,9270,0,0
(주)톱텍,108230,12-21,9270,38023245,3.52475E+11
(주)투비소프트,79970,12-21,1905,0,0
(주)투비소프트,79970,12-21,1905,40851640,77822374200
(주)투비소프트,79970,12-21,1905,40851640,77822374200
(주)툴젠,199800,12-21,90600,7852427,7.1143E+11
(주)툴젠,199800,12-21,90600,7852427,7.1143E+11
(주)트루윈,105550,12-21,8230,0,0
(주)트루윈,105550,12-21,8230,19881156,1.63622E+11
(주)트루윈,105550,12-21,8230,19881156,1.63622E+11
(주)트윔,290090,12-21,27200,7269398,1.97728E+11
(주)트윔,290090,12-21,27200,7269398,1.97728E+11
(주)특수건설,26150,12-21,11850,17546331,2.07924E+11
(주)특수건설,26150,12-21,11850,17546331,2.07924E+11
(주)티라유텍,322180,12-21,12500,5466250,68328125000
(주)티라유텍,322180,12-21,12500,0,0
(주)티라유텍,322180,12-21,12500,5466250,68328125000
(주)티로보틱스,117730,12-21,9550,14117333,1.34821E+11
(주)티로보틱스,117730,12-21,9550,1023148,9771063400
(주)티로보틱스,117730,12-21,9550,15140481,1.44592E+11
(주)티비씨,33830,12-21,1395,100000000,1.395E+11
(주)티비씨,33830,12-21,1395,100000000,1.395E+11
(주)티사이언티픽,57680,12-21,4225,0,0
(주)티사이언티픽,57680,12-21,4225,47518943,2.00768E+11
(주)티사이언티픽,57680,12-21,4225,47518943,2.00768E+11
(주)티씨케이,64760,12-21,148500,11675000,1.73374E+12
(주)티씨케이,64760,12-21,148500,11675000,1.73374E+12
(주)티앤알바이오팹,246710,12-21,50200,10539219,5.29069E+11
